image_ID,roll,pitch,yaw,rollpitchyaw,norm_roll,norm_yaw,norm_pitch,norm_rollpitchyaw,condition
part2_faceAlign_frame_face_A1_4569.jpg,-0.4746343,-0.1684751,-34.227825,34.870934,0.473937227007903,0.560343344370067,0.250751387631213,0.368980784306583,A1
part2_faceAlign_frame_face_A1_6466.jpg,-2.574634,-11.539488,25.085968,39.20009,0.412116912060559,0.658160264942648,0.315784822862402,0.438262052963783,A1
part2_faceAlign_frame_face_A1_9234.jpg,2.051658,-4.571159,14.561695,21.184513,0.542241806917364,0.583275244514702,0.47266652303033,0.234287808484263,A1
part2_faceAlign_frame_face_A1_7232.jpg,3.4383132,-11.086995,11.798746,26.324055,0.581244611345325,0.563615597496198,0.325972038643127,0.292478239821586,A1
part2_faceAlign_frame_face_A1_3433.jpg,5.9770985,4.863933,6.444175,17.285206,0.65236842656934,0.677434366811259,0.530717837363805,0.179019323763349,A1
part2_faceAlign_frame_face_A1_13745.jpg,4.4619093,0.8517673,-3.0745246,8.388202,0.610035559882152,0.45778546816457,0.594755749562168,0.089406638797055,A1
part2_faceAlign_frame_face_A1_12134.jpg,-4.4855165,2.1870322,-2.9957776,9.668326,0.363010977513253,0.61514986098081,0.465737752414308,0.096741601192947,A1
part2_faceAlign_frame_face_A1_13611.jpg,-0.81100863,-12.193929,15.786156,28.791092,0.464634350236011,0.280542369470908,0.595023533027636,0.303306183505746,A1
part2_faceAlign_frame_face_A1_1896.jpg,10.069634,6.1427174,-27.744242,43.956596,0.767765462571695,0.282249135018267,0.713873725649645,0.492115710701878,A1
part2_faceAlign_frame_face_A1_13471.jpg,6.756039,7.576578,-27.241606,41.574223,0.674563130991017,0.285825620266019,0.746154992612184,0.465142234762506,A1
part2_faceAlign_frame_face_A1_13428.jpg,3.671231,8.491124,-5.325758,17.488113,0.587795949703405,0.441766911904478,0.766744653542628,0.192436781603797,A1
part2_faceAlign_frame_face_A1_113.jpg,4.92321,7.7045155,2.4528139,15.08054,0.62322174689609,0.743527319259523,0.503243230834306,0.155204468138946,A1
part2_faceAlign_frame_face_A1_8357.jpg,1.99876,-7.976967,12.867986,22.843712,0.542342216119886,0.378660086151249,0.574936256901157,0.23906244044287,A1
part2_faceAlign_frame_face_A1_10530.jpg,0.39678672,-6.7964654,4.918193,12.111444,0.49569482040818,0.514657312970459,0.422567015468823,0.131561573605105,A1
part2_faceAlign_frame_face_A1_3826.jpg,-1.9564762,-3.5726655,6.899354,12.428495,0.432954930317408,0.481136704805105,0.533851070266609,0.126557013701667,A1
part2_faceAlign_frame_face_A1_759.jpg,6.4793563,-6.1649694,-7.55973,20.204056,0.666259029996545,0.420820548385023,0.434321703285262,0.210548812284189,A1
part2_faceAlign_frame_face_A1_15089.jpg,11.2986765,2.452809,20.049633,33.801117,0.7995437011095,0.621333794524107,0.624371254290583,0.357424595115326,A1
part2_faceAlign_frame_face_A1_1717.jpg,10.659064,-6.0335627,-5.4617114,22.154339,0.781854371875423,0.423878039858861,0.448763452373454,0.231615816570428,A1
