image_ID,roll,pitch,yaw,condition,rollpitchyaw,norm_rollpitchyaw,norm_roll,norm_pitch,norm_yaw
part2_faceAlign_frame_face_B_A2_1029.jpg,2.690198,-7.6552343,5.805147,A2_B,16.15058,0.17129152,0.55081505,0.41702738,0.50936514
part2_faceAlign_frame_face_B_A2_103.jpg,0.20405361,4.2027507,-3.9265747,A2_B,8.333379,0.08378205,0.4716112,0.6734594,0.4407883
part2_faceAlign_frame_face_B_A2_1030.jpg,2.971894,-8.240843,5.7297096,A2_B,16.942448,0.18015605,0.55978924,0.40436348,0.5088336
part2_faceAlign_frame_face_B_A2_1031.jpg,0.9825442,-6.7055883,6.443364,A2_B,14.131496,0.14868893,0.4964124,0.43756372,0.5138625
part2_faceAlign_frame_face_B_A2_1032.jpg,1.9418157,-9.945386,5.699554,A2_B,17.586756,0.18736875,0.526973,0.3675023,0.50862104
part2_faceAlign_frame_face_B_A2_1033.jpg,0.9973334,-9.757036,5.859609,A2_B,16.61398,0.17647903,0.49688357,0.3715754,0.50974894
part2_faceAlign_frame_face_B_A2_1034.jpg,5.0567403,-10.243801,7.039617,A2_B,22.340158,0.2405806,0.6262085,0.36104897,0.51806414
part2_faceAlign_frame_face_B_A2_1035.jpg,0.033413783,-9.052448,4.453001,A2_B,13.538863,0.14205472,0.46617493,0.3868123,0.49983695
part2_faceAlign_frame_face_B_A2_1036.jpg,2.8145242,-10.494922,5.9398785,A2_B,19.249325,0.20598035,0.5547758,0.35561842,0.5103146
part2_faceAlign_frame_face_B_A2_1037.jpg,0.9142899,-8.7375765,4.063339,A2_B,13.715205,0.14402877,0.49423796,0.3936215,0.49709108
part2_faceAlign_frame_face_B_A2_1038.jpg,1.9144619,-8.982474,3.6105871,A2_B,14.507524,0.15289836,0.5261015,0.38832548,0.49390066
part2_faceAlign_frame_face_B_A2_1039.jpg,2.5102522,-6.4967604,1.8352224,A2_B,10.842235,0.11186737,0.5450823,0.4420797,0.48139012
part2_faceAlign_frame_face_B_A2_104.jpg,-3.2020104,3.5835044,-2.2080712,A2_B,8.993586,0.09117271,0.36310053,0.66006804,0.45289814
part2_faceAlign_frame_face_B_A2_1040.jpg,1.89488,-4.4766016,7.342977,A2_B,13.714458,0.14402041,0.5254777,0.48576617,0.52020186
part2_faceAlign_frame_face_B_A2_1041.jpg,-2.8998609,-10.719572,11.602153,A2_B,25.221584,0.27283666,0.37272644,0.3507603,0.55021507
part2_faceAlign_frame_face_B_A2_1042.jpg,4.1868186,-1.541109,-25.90015,A2_B,31.628078,0.344554,0.59849447,0.54924697,0.28594637
part2_faceAlign_frame_face_B_A2_1043.jpg,3.234605,-1.7816314,-0.6829194,A2_B,5.699156,0.054293297,0.5681588,0.54404557,0.46364546
part2_faceAlign_frame_face_B_A2_1044.jpg,5.5574837,-3.5835671,-27.283646,A2_B,36.424698,0.39824966,0.64216125,0.50507826,0.27619725
part2_faceAlign_frame_face_B_A2_1045.jpg,0.67463446,-2.6157148,-30.408615,A2_B,33.698963,0.36773646,0.48660302,0.5260083,0.2541764
part2_faceAlign_frame_face_B_A2_1046.jpg,2.5919433,-3.4267523,-17.445427,A2_B,23.464123,0.2531628,0.5476848,0.50846946,0.34552455
part2_faceAlign_frame_face_B_A2_1047.jpg,1.3453698,-0.573218,-21.746803,A2_B,23.665392,0.2554159,0.50797135,0.57017785,0.3152139
part2_faceAlign_frame_face_B_A2_1048.jpg,4.483116,-4.680272,-16.011944,A2_B,25.175331,0.27231887,0.60793394,0.48136175,0.35562593
part2_faceAlign_frame_face_B_A2_1049.jpg,3.370013,-4.843165,-20.62193,A2_B,28.835106,0.31328812,0.5724726,0.47783914,0.3231406
part2_faceAlign_frame_face_B_A2_105.jpg,-1.1857493,3.094645,-9.263417,A2_B,13.543812,0.14211011,0.42733476,0.6494963,0.403181
part2_faceAlign_frame_face_B_A2_1050.jpg,1.3586103,-3.2270265,-23.302006,A2_B,27.887642,0.30268177,0.50839317,0.51278853,0.3042548
part2_faceAlign_frame_face_B_A2_1051.jpg,2.5059125,-5.8472123,-10.274179,A2_B,18.627304,0.19901714,0.54494405,0.45612636,0.39605844
part2_faceAlign_frame_face_B_A2_1052.jpg,-0.5912175,-2.9948978,1.3847781,A2_B,4.9708934,0.046140783,0.44627538,0.5178084,0.478216
part2_faceAlign_frame_face_B_A2_1053.jpg,2.6406379,-7.9373846,1.5562123,A2_B,12.134234,0.12633063,0.5492361,0.4109258,0.47942403
part2_faceAlign_frame_face_B_A2_1054.jpg,1.864669,-6.164113,-15.714343,A2_B,23.743126,0.25628608,0.5245153,0.44927332,0.35772303
part2_faceAlign_frame_face_B_A2_1055.jpg,4.0484257,0.2660787,-37.023754,A2_B,41.338257,0.45325437,0.5940855,0.5883279,0.2075613
part2_faceAlign_frame_face_B_A2_1056.jpg,2.4068453,-5.1810284,-9.708246,A2_B,17.29612,0.18411523,0.5417879,0.47053275,0.4000464
part2_faceAlign_frame_face_B_A2_1057.jpg,2.212847,-4.4438677,-2.2159803,A2_B,8.872695,0.08981941,0.5356075,0.48647407,0.45284238
part2_faceAlign_frame_face_B_A2_1058.jpg,5.726708,2.5934417,-31.622637,A2_B,39.942787,0.4376328,0.6475524,0.6386577,0.24562155
part2_faceAlign_frame_face_B_A2_1059.jpg,6.5141397,1.3609082,-39.735474,A2_B,47.61052,0.52346903,0.6726384,0.61200386,0.18845253
part2_faceAlign_frame_face_B_A2_106.jpg,4.3820844,-3.479053,-12.087548,A2_B,19.948685,0.21380931,0.6047152,0.5073384,0.3832801
part2_faceAlign_frame_face_B_A2_1060.jpg,0.93905914,-5.953481,1.6757237,A2_B,8.568264,0.08641146,0.49502707,0.45382825,0.48026615
part2_faceAlign_frame_face_B_A2_1061.jpg,-4.3069634,-1.1338714,12.060933,A2_B,17.501768,0.18641736,0.32789883,0.5580536,0.553448
part2_faceAlign_frame_face_B_A2_1062.jpg,4.5382376,-0.75505567,-15.927705,A2_B,21.220997,0.22805217,0.60968995,0.56624556,0.35621953
part2_faceAlign_frame_face_B_A2_1063.jpg,-1.3846681,-7.754502,3.7126768,A2_B,12.851847,0.13436392,0.42099756,0.41488072,0.49462005
part2_faceAlign_frame_face_B_A2_1064.jpg,4.0545697,-1.7168902,-18.145937,A2_B,23.917397,0.25823694,0.59428126,0.5454456,0.34058824
part2_faceAlign_frame_face_B_A2_1065.jpg,-2.2966478,-7.0610843,2.6759467,A2_B,12.033678,0.12520495,0.39194363,0.42987606,0.48731452
part2_faceAlign_frame_face_B_A2_1066.jpg,5.3262124,2.1734285,-41.193035,A2_B,48.692677,0.53558326,0.63479334,0.6295748,0.17818148
part2_faceAlign_frame_face_B_A2_1067.jpg,-10.695639,4.1902018,49.321583,A2_B,64.20742,0.70926267,0.12436787,0.67318803,0.8160139
part2_faceAlign_frame_face_B_A2_1068.jpg,-8.902732,14.496938,60.732914,A2_B,84.13258,0.93231446,0.18148644,0.8960739,0.8964265
part2_faceAlign_frame_face_B_A2_1069.jpg,1.0995061,12.686832,71.46819,A2_B,85.25453,0.9448741,0.5001386,0.8569299,0.9720751
part2_faceAlign_frame_face_B_A2_107.jpg,0.9549654,-1.3538619,4.644603,A2_B,6.95343,0.068334244,0.49553382,0.5532962,0.5011871
part2_faceAlign_frame_face_B_A2_1070.jpg,-12.019315,10.933695,59.578884,A2_B,82.53189,0.9143956,0.08219808,0.81901777,0.8882943
part2_faceAlign_frame_face_B_A2_1071.jpg,-9.464205,11.1258545,50.456654,A2_B,71.046715,0.785825,0.163599,0.82317334,0.8240124
part2_faceAlign_frame_face_B_A2_1072.jpg,-6.121627,11.326847,52.35215,A2_B,69.80063,0.77187574,0.27008712,0.82751983,0.83736944
part2_faceAlign_frame_face_B_A2_1073.jpg,-8.055815,9.563647,55.599003,A2_B,73.21846,0.81013656,0.2084676,0.7893902,0.86024916
part2_faceAlign_frame_face_B_A2_1074.jpg,-12.004476,2.562104,38.480686,A2_B,53.047264,0.58433056,0.08267083,0.63798,0.739621
part2_faceAlign_frame_face_B_A2_1075.jpg,7.251329,-4.0512204,-8.51315,A2_B,19.8157,0.21232063,0.6961239,0.49496517,0.40846792
part2_faceAlign_frame_face_B_A2_1076.jpg,6.6708236,-4.995508,-14.056763,A2_B,25.723095,0.27845082,0.6776301,0.47454467,0.36940357
part2_faceAlign_frame_face_B_A2_1077.jpg,4.207351,-6.036231,-7.133294,A2_B,17.376877,0.18501927,0.59914863,0.45203876,0.4181914
part2_faceAlign_frame_face_B_A2_1078.jpg,5.458562,-5.609527,-8.321558,A2_B,19.389647,0.20755117,0.6390098,0.46126634,0.40981802
part2_faceAlign_frame_face_B_A2_1079.jpg,3.2604554,-4.736077,-5.43036,A2_B,13.426892,0.14080127,0.5689823,0.48015496,0.43019152
part2_faceAlign_frame_face_B_A2_108.jpg,2.7349124,-1.4687014,-3.2654412,A2_B,7.469055,0.074106395,0.55223954,0.55081284,0.44544712
part2_faceAlign_frame_face_B_A2_1080.jpg,3.4283123,-6.313993,-7.902363,A2_B,17.644669,0.18801706,0.5743299,0.44603208,0.41277197
part2_faceAlign_frame_face_B_A2_1081.jpg,3.0998423,-6.6294985,-4.590749,A2_B,14.320089,0.15080014,0.5638655,0.43920922,0.43610805
part2_faceAlign_frame_face_B_A2_1082.jpg,0.28362516,-4.362158,1.4120889,A2_B,6.057872,0.058308937,0.47414622,0.48824105,0.47840843
part2_faceAlign_frame_face_B_A2_1083.jpg,5.1540337,6.2544465,-53.5221,A2_B,64.93058,0.7173581,0.6293081,0.7178279,0.091301866
part2_faceAlign_frame_face_B_A2_1084.jpg,4.0772934,-3.9826636,-9.067364,A2_B,17.127321,0.18222561,0.5950052,0.49644768,0.40456253
part2_faceAlign_frame_face_B_A2_1085.jpg,3.0752656,-1.2255807,-20.090714,A2_B,24.39156,0.26354498,0.5630825,0.5560703,0.3268839
part2_faceAlign_frame_face_B_A2_1086.jpg,8.061071,-6.9737616,-30.387323,A2_B,45.422157,0.4989715,0.7219207,0.43176442,0.25432646
part2_faceAlign_frame_face_B_A2_1087.jpg,1.0365697,-8.889032,-6.1896906,A2_B,16.115292,0.17089649,0.49813357,0.3903462,0.42484072
part2_faceAlign_frame_face_B_A2_1088.jpg,2.4384267,-0.79135466,-3.2716646,A2_B,6.501446,0.06327452,0.54279405,0.56546056,0.44540328
part2_faceAlign_frame_face_B_A2_1089.jpg,4.802732,1.318364,-43.277798,A2_B,49.398895,0.543489,0.6181163,0.6110838,0.16349073
part2_faceAlign_frame_face_B_A2_109.jpg,-0.012548265,4.602321,-9.556126,A2_B,14.170996,0.1491311,0.46471065,0.68210024,0.40111834
part2_faceAlign_frame_face_B_A2_1090.jpg,4.5641255,2.339041,-35.755894,A2_B,42.65906,0.46804008,0.6105147,0.6331562,0.21649557
part2_faceAlign_frame_face_B_A2_1091.jpg,3.9685745,-0.10959785,-43.06436,A2_B,47.142532,0.5182302,0.59154165,0.5802038,0.16499475
part2_faceAlign_frame_face_B_A2_1092.jpg,-3.019936,-5.167876,2.5706933,A2_B,10.758505,0.11093006,0.36890107,0.47081718,0.4865728
part2_faceAlign_frame_face_B_A2_1093.jpg,-3.3992622,-5.8791203,28.538528,A2_B,37.81691,0.41383472,0.35681644,0.45543635,0.6695612
part2_faceAlign_frame_face_B_A2_1094.jpg,-5.768369,-7.791976,5.1178026,A2_B,18.678146,0.1995863,0.28134122,0.4140703,0.5045216
part2_faceAlign_frame_face_B_A2_1095.jpg,-2.5565705,-12.494144,6.00425,A2_B,21.054964,0.22619353,0.383663,0.31238472,0.5107682
part2_faceAlign_frame_face_B_A2_1096.jpg,1.4162223,-6.744942,-8.676282,A2_B,16.837446,0.17898062,0.5102286,0.4367127,0.40731838
part2_faceAlign_frame_face_B_A2_1097.jpg,2.2235491,-6.6192393,-5.709267,A2_B,14.552055,0.15339687,0.53594846,0.43943107,0.42822614
part2_faceAlign_frame_face_B_A2_1098.jpg,-0.95974153,-7.980229,-3.794673,A2_B,12.734643,0.13305189,0.4345349,0.4099993,0.44171777
part2_faceAlign_frame_face_B_A2_1099.jpg,1.0157981,-7.8299437,-7.239082,A2_B,16.084824,0.17055541,0.49747184,0.41324925,0.41744593
part2_faceAlign_frame_face_B_A2_11.jpg,1.5939786,7.1394677,10.815026,A2_B,19.548473,0.20932916,0.51589155,0.7369667,0.54466844
part2_faceAlign_frame_face_B_A2_110.jpg,3.223818,-5.344309,-8.061939,A2_B,16.630066,0.1766591,0.5678151,0.46700177,0.41164747
part2_faceAlign_frame_face_B_A2_1100.jpg,1.2093037,-4.5349593,-7.7135735,A2_B,13.457836,0.14114766,0.50363654,0.48450416,0.41410232
part2_faceAlign_frame_face_B_A2_1101.jpg,0.42229122,-5.329141,-5.302878,A2_B,11.05431,0.11424144,0.47856382,0.46732977,0.43108985
part2_faceAlign_frame_face_B_A2_1102.jpg,4.005232,-2.213924,-11.737077,A2_B,17.956232,0.19150485,0.5927095,0.5346972,0.3857498
part2_faceAlign_frame_face_B_A2_1103.jpg,-1.0157864,-4.5626464,14.71112,A2_B,20.289553,0.21762514,0.43274942,0.4839054,0.57212317
part2_faceAlign_frame_face_B_A2_1104.jpg,-4.9546633,-9.22895,9.97173,A2_B,24.155342,0.26090065,0.30726436,0.3829954,0.538726
part2_faceAlign_frame_face_B_A2_1105.jpg,5.2093606,-1.4641356,2.984087,A2_B,9.657583,0.09860582,0.6310707,0.5509115,0.48948586
part2_faceAlign_frame_face_B_A2_1106.jpg,2.1754982,-1.0922478,2.8265076,A2_B,6.0942535,0.05871621,0.5344177,0.5589537,0.48837546
part2_faceAlign_frame_face_B_A2_1107.jpg,2.1271722,-1.6611474,-1.0386735,A2_B,4.826993,0.044529896,0.5328781,0.54665107,0.46113855
part2_faceAlign_frame_face_B_A2_1108.jpg,0.03685799,-0.012461543,-1.4291987,A2_B,1.4785182,0.0070454744,0.46628466,0.58230436,0.45838663
part2_faceAlign_frame_face_B_A2_1109.jpg,2.2674203,-4.8357863,-11.022808,A2_B,18.126015,0.19340548,0.53734607,0.4779987,0.39078304
part2_faceAlign_frame_face_B_A2_111.jpg,-2.137382,2.1633875,-11.083581,A2_B,15.384351,0.16271397,0.3970175,0.62935764,0.39035478
part2_faceAlign_frame_face_B_A2_1110.jpg,6.0247083,-4.8123183,-12.923681,A2_B,23.760708,0.2564829,0.6570461,0.4785062,0.37738806
part2_faceAlign_frame_face_B_A2_1111.jpg,-1.1524311,-3.9683325,-2.4557328,A2_B,7.5764966,0.07530914,0.42839617,0.49675763,0.45115292
part2_faceAlign_frame_face_B_A2_1112.jpg,0.69264567,2.9666724,-11.390693,A2_B,15.050011,0.15897122,0.4871768,0.64672893,0.38819063
part2_faceAlign_frame_face_B_A2_1113.jpg,3.7393131,2.4426367,-20.24578,A2_B,26.42773,0.28633884,0.5842378,0.6353965,0.3257912
part2_faceAlign_frame_face_B_A2_1114.jpg,4.088259,1.6879909,-15.162507,A2_B,20.938757,0.22489265,0.59535456,0.6190771,0.3616117
part2_faceAlign_frame_face_B_A2_1115.jpg,5.8711343,-6.6388206,-17.314642,A2_B,29.824596,0.32436496,0.6521535,0.4390076,0.34644613
part2_faceAlign_frame_face_B_A2_1116.jpg,5.7623363,7.5164495,-29.988884,A2_B,43.26767,0.47485313,0.6486874,0.74511904,0.25713414
part2_faceAlign_frame_face_B_A2_1117.jpg,-4.5820875,-11.842548,3.3994339,A2_B,19.82407,0.21241431,0.3191339,0.32647565,0.49241275
part2_faceAlign_frame_face_B_A2_1118.jpg,-0.20404747,-8.540171,10.001354,A2_B,18.745571,0.20034108,0.45860988,0.39789042,0.53893465
part2_faceAlign_frame_face_B_A2_1119.jpg,0.08465819,-8.171242,-1.0323259,A2_B,9.288226,0.09447106,0.4678075,0.40586862,0.46118328
part2_faceAlign_frame_face_B_A2_112.jpg,3.0071352,-6.8150473,-2.9246688,A2_B,12.746851,0.13318855,0.560912,0.43519664,0.44784847
part2_faceAlign_frame_face_B_A2_1120.jpg,9.074993,-15.813124,37.64972,A2_B,62.537834,0.6905725,0.75422233,0.24061093,0.73376536
part2_faceAlign_frame_face_B_A2_1121.jpg,-2.918533,-4.783062,36.165955,A2_B,43.86755,0.48156846,0.37213156,0.47913888,0.72330964
part2_faceAlign_frame_face_B_A2_1122.jpg,-0.049534928,-13.541183,12.334667,A2_B,25.925385,0.28071532,0.46353236,0.28974223,0.5553769
part2_faceAlign_frame_face_B_A2_1123.jpg,4.8020697,-2.4403784,-41.205696,A2_B,48.448143,0.5328458,0.61809516,0.5298,0.17809227
part2_faceAlign_frame_face_B_A2_1124.jpg,0.78504777,-0.6336259,-4.141009,A2_B,5.559683,0.052731972,0.49012056,0.56887156,0.43927723
part2_faceAlign_frame_face_B_A2_1125.jpg,0.39550424,4.8777876,30.797369,A2_B,36.07066,0.39428636,0.47771043,0.6880573,0.6854787
part2_faceAlign_frame_face_B_A2_1126.jpg,5.7626133,1.0286353,-44.71012,A2_B,51.50137,0.56702507,0.64869624,0.60481834,0.15339752
part2_faceAlign_frame_face_B_A2_1127.jpg,4.8266745,2.220407,-51.434868,A2_B,58.48195,0.645169,0.618879,0.63059074,0.10601003
part2_faceAlign_frame_face_B_A2_1128.jpg,4.8921695,6.9519224,-30.168402,A2_B,42.012493,0.46080208,0.6209656,0.732911,0.25586912
part2_faceAlign_frame_face_B_A2_1129.jpg,1.7607496,-4.7038956,-20.492275,A2_B,26.95692,0.29226282,0.52120453,0.48085088,0.3240542
part2_faceAlign_frame_face_B_A2_113.jpg,-2.087605,0.6358966,-10.510157,A2_B,13.233658,0.1386381,0.39860335,0.5963253,0.39439556
part2_faceAlign_frame_face_B_A2_1130.jpg,5.3875227,3.8946254,-26.986637,A2_B,36.268784,0.39650425,0.6367466,0.6667961,0.27829018
part2_faceAlign_frame_face_B_A2_1131.jpg,2.7521086,-4.3796887,-2.9137878,A2_B,10.045586,0.10294931,0.5527873,0.48786193,0.44792512
part2_faceAlign_frame_face_B_A2_1132.jpg,4.3662224,-1.7961445,-7.23318,A2_B,13.395547,0.14045036,0.6042099,0.54373175,0.41748753
part2_faceAlign_frame_face_B_A2_1133.jpg,3.2531493,2.950027,-4.508128,A2_B,10.711305,0.110401675,0.56874955,0.646369,0.43669024
part2_faceAlign_frame_face_B_A2_1134.jpg,-1.1379602,-3.7088478,-3.239172,A2_B,8.085979,0.08101254,0.4288572,0.50236905,0.44563222
part2_faceAlign_frame_face_B_A2_1135.jpg,1.7736359,-11.342486,-2.9644516,A2_B,16.080574,0.17050783,0.5216151,0.33728963,0.44756812
part2_faceAlign_frame_face_B_A2_1136.jpg,2.379052,-3.448854,-4.9040184,A2_B,10.731924,0.1106325,0.54090244,0.5079915,0.4339005
part2_faceAlign_frame_face_B_A2_1137.jpg,-1.4896991,-7.897257,-0.6891843,A2_B,10.07614,0.10329135,0.41765147,0.41179362,0.4636013
part2_faceAlign_frame_face_B_A2_1138.jpg,1.1529341,-5.5859184,-4.6726336,A2_B,11.411486,0.118239835,0.5018407,0.4617769,0.43553102
part2_faceAlign_frame_face_B_A2_1139.jpg,4.4463263,0.6171754,-32.163498,A2_B,37.227,0.407231,0.6067619,0.59592044,0.24181023
part2_faceAlign_frame_face_B_A2_114.jpg,1.3764876,-5.1241226,1.2593026,A2_B,7.759913,0.077362396,0.5089627,0.47176334,0.47733176
part2_faceAlign_frame_face_B_A2_1140.jpg,-5.9645543,-15.223278,11.9063835,A2_B,33.094215,0.36096662,0.27509117,0.2533665,0.5523589
part2_faceAlign_frame_face_B_A2_1141.jpg,-2.2106547,-10.025217,6.0460324,A2_B,18.281904,0.19515057,0.39468318,0.3657759,0.5110626
part2_faceAlign_frame_face_B_A2_1142.jpg,-0.40312243,-3.097373,-6.1139402,A2_B,9.614435,0.0981228,0.45226774,0.51559234,0.4253745
part2_faceAlign_frame_face_B_A2_1143.jpg,-3.272504,-6.049628,40.13241,A2_B,49.45454,0.5441119,0.36085472,0.4517491,0.75126016
part2_faceAlign_frame_face_B_A2_1144.jpg,-3.4684691,-10.812393,11.959862,A2_B,26.240725,0.2842454,0.35461164,0.34875304,0.55273575
part2_faceAlign_frame_face_B_A2_1145.jpg,-2.2099516,-12.976318,24.212112,A2_B,39.398384,0.4315385,0.39470562,0.30195758,0.6390741
part2_faceAlign_frame_face_B_A2_1146.jpg,-4.1486344,-8.542245,8.4970455,A2_B,21.187925,0.22768196,0.3329429,0.3978456,0.52833426
part2_faceAlign_frame_face_B_A2_1147.jpg,4.7118044,-0.83494014,-6.3080273,A2_B,11.854772,0.12320219,0.61521953,0.56451803,0.42400682
part2_faceAlign_frame_face_B_A2_1148.jpg,-3.5350633,-2.4357183,29.76332,A2_B,35.7341,0.39051875,0.3524901,0.5299008,0.678192
part2_faceAlign_frame_face_B_A2_1149.jpg,-0.89346904,-4.9506154,2.249413,A2_B,8.093497,0.081096694,0.43664622,0.4755155,0.48430884
part2_faceAlign_frame_face_B_A2_115.jpg,1.3913517,-10.507428,-21.305164,A2_B,33.203945,0.36219501,0.50943625,0.355348,0.318326
part2_faceAlign_frame_face_B_A2_1150.jpg,4.1276803,6.0466504,-23.997974,A2_B,34.172306,0.37303528,0.5966104,0.7133342,0.2993505
part2_faceAlign_frame_face_B_A2_1151.jpg,8.220014,9.42011,60.259922,A2_B,77.90005,0.8625445,0.7269844,0.7862861,0.8930934
part2_faceAlign_frame_face_B_A2_1152.jpg,0.2325393,6.889238,46.378357,A2_B,53.500134,0.5894002,0.47251868,0.73155534,0.7952737
part2_faceAlign_frame_face_B_A2_1153.jpg,7.086061,-5.359216,-24.921911,A2_B,37.367188,0.40880033,0.6908588,0.4666794,0.29283974
part2_faceAlign_frame_face_B_A2_1154.jpg,1.830996,-9.120917,-7.385525,A2_B,18.337439,0.19577225,0.52344245,0.3853316,0.416414
part2_faceAlign_frame_face_B_A2_1155.jpg,9.683449,0.08549832,-34.97314,A2_B,44.74209,0.49135846,0.7736066,0.58442277,0.22201142
part2_faceAlign_frame_face_B_A2_1156.jpg,-0.34304845,-9.886108,-13.554421,A2_B,23.783577,0.25673893,0.45418158,0.36878416,0.37294343
part2_faceAlign_frame_face_B_A2_1157.jpg,4.8665795,-2.3180354,-12.241108,A2_B,19.425724,0.20795503,0.6201503,0.5324457,0.382198
