image_ID,roll,pitch,yaw,condition,rollpitchyaw,norm_rollpitchyaw,norm_roll,norm_yaw,norm_pitch,condition
part2_faceAlign_frame_face_A1_beforehelp_100.jpg,3.6500833,8.285615,12.3094015,A1_beforehelp,24.2451,0.268940094169525,0.587201122952529,0.567249145157794,0.762117920028781,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_1000.jpg,-4.5733953,-18.049318,-0.40656194,A1_beforehelp,23.029276,0.255174407851509,0.3558972432618,0.47676924388904,0.169225554750322,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10000.jpg,9.277394,-7.178245,21.30587,A1_beforehelp,37.76151,0.421974299947415,0.745481926058791,0.631263137136325,0.413971808104556,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10001.jpg,2.4366264,-8.295723,34.186996,A1_beforehelp,44.919346,0.503016066758898,0.553069911276793,0.722918245631224,0.388813431033058,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10002.jpg,9.425232,-5.786358,3.6186292,A1_beforehelp,18.83022,0.207632257237782,0.749640203185665,0.505410321590587,0.445308101066849,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10003.jpg,9.090263,-8.049104,3.1070893,A1_beforehelp,20.246456,0.22366702915237,0.740218444700621,0.501770481018111,0.394365695860639,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10004.jpg,10.973825,-14.6054945,4.887941,A1_beforehelp,30.46726,0.339388039579805,0.793197873410757,0.514442056141033,0.246758186426907,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10005.jpg,2.6518424,-10.463434,29.27467,A1_beforehelp,42.389946,0.474377935768894,0.559123346592053,0.687964797268689,0.340010599371017,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10006.jpg,2.0196846,-5.3473926,22.966824,A1_beforehelp,30.3339,0.33787812373066,0.541342482941875,0.643081585234344,0.455190762787743,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10007.jpg,9.00799,-11.068271,27.216307,A1_beforehelp,47.292564,0.529885888832051,0.737904331048791,0.673318602201046,0.326393582022314,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10008.jpg,12.083472,-11.96043,3.8186674,A1_beforehelp,27.862572,0.309897489990143,0.824409197556135,0.506833684961469,0.30630793153995,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10009.jpg,11.875517,4.3011026,3.6700487,A1_beforehelp,19.846668,0.219140587659434,0.818559994239538,0.505776194873035,0.672412471326202,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_1001.jpg,-6.247999,-17.59247,-0.44934574,A1_beforehelp,24.289816,0.269446373392008,0.308795237943217,0.476464817565532,0.179510816964307,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10010.jpg,9.9704,-11.955008,4.8929505,A1_beforehelp,26.818357,0.298074778694291,0.764974282547559,0.514477701026892,0.306429999912197,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10011.jpg,10.739342,-6.661563,9.0255165,A1_beforehelp,26.426422,0.293637249687583,0.786602510273128,0.543882800013761,0.425604145011463,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10012.jpg,10.727315,-5.6905365,20.685421,A1_beforehelp,37.10327,0.414521637915763,0.786264223777066,0.626848358458549,0.447465381504188,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10013.jpg,13.54811,-3.9741616,7.7326374,A1_beforehelp,25.25491,0.280373268461853,0.865605444086462,0.534683373334658,0.486107043291046,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10014.jpg,9.451428,-6.570422,20.279783,A1_beforehelp,36.301636,0.405445454038939,0.750377024758032,0.623962058386672,0.427656050860771,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10015.jpg,7.5085344,-7.0777583,21.407284,A1_beforehelp,35.993576,0.401957566542781,0.695728761004261,0.631984744173854,0.416234118672881,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10016.jpg,6.7398615,-6.8087697,13.265461,A1_beforehelp,26.814093,0.298026501240926,0.674108102323016,0.57405194618622,0.42229000221308,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10017.jpg,13.623291,-6.4930553,16.551218,A1_beforehelp,36.667564,0.409588529075275,0.867720079245728,0.597431611467258,0.429397848561824,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10018.jpg,12.855532,-8.224172,14.298831,A1_beforehelp,35.378536,0.39499401942327,0.846125126062841,0.581404846815045,0.39042429678419,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10019.jpg,13.160339,-4.4850025,11.946756,A1_beforehelp,29.592098,0.32947936400715,0.854698510282129,0.564668756405469,0.474606210177783,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_1002.jpg,9.118252,-14.585429,2.6027415,A1_beforehelp,26.306423,0.292278608475964,0.74100569844123,0.498181815529693,0.247209931709702,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10020.jpg,12.266549,-8.793972,5.769566,A1_beforehelp,26.830086,0.298207575657358,0.829558651022475,0.520715221625698,0.377596086067433,A1_beforehelp
part2_faceAlign_frame_face_A1_beforehelp_10021.jpg,12.394443,-3.8617678,21.749664,A1_beforehelp,38.005875,0.424741026000777,0.833155958175334,0.634420934616094,0.488637424740076,A1_beforehelp
