image_ID,roll,pitch,yaw,rollpitchyaw,norm_roll,norm_pitch,norm_yaw,norm_rollpitchyaw,condition
part2_faceAlign_frame_face_A1_help_0.jpg,-4.3279357,-6.1137924,0.40605068,10.847779,0.36736908285386,0.422011303811927,0.489154299084045,0.109482081116331,A1_withhelp
part2_faceAlign_frame_face_A1_help_1.jpg,-4.778994,-4.6990604,-3.5381477,13.016202,0.354894469283202,0.454928430775512,0.462004337993131,0.13290543897536,A1_withhelp
part2_faceAlign_frame_face_A1_help_10.jpg,5.328642,0.8738656,15.581953,21.78446,0.634434504823788,0.584595896204062,0.593617897973182,0.227620374637955,A1_withhelp
part2_faceAlign_frame_face_A1_help_100.jpg,4.319906,7.0017915,10.421431,21.743128,0.60653657722815,0.727176763021056,0.558095351181607,0.227173905371106,A1_withhelp
part2_faceAlign_frame_face_A1_help_1000.jpg,7.5180106,-5.4995894,-10.954856,23.972456,0.694984387729687,0.436302207058913,0.410951291881475,0.251255160517889,A1_withhelp
part2_faceAlign_frame_face_A1_help_10000.jpg,3.4286075,7.7134533,22.345348,33.48741,0.581886538943503,0.743735278574343,0.640173850134108,0.354035924489769,A1_withhelp
part2_faceAlign_frame_face_A1_help_10001.jpg,6.793026,3.759899,24.53007,35.082993,0.674933980211017,0.651746372653981,0.655212423648877,0.371271450769828,A1_withhelp
part2_faceAlign_frame_face_A1_help_10002.jpg,5.0321794,3.3003378,15.317035,23.649551,0.626235439707033,0.641053581109054,0.591794330114944,0.247767132873158,A1_withhelp
part2_faceAlign_frame_face_A1_help_10003.jpg,6.049986,2.666007,29.951965,38.667957,0.654384226736705,0.626294356407476,0.692534136226889,0.409996318880771,A1_withhelp
part2_faceAlign_frame_face_A1_help_10004.jpg,0.3063554,6.9596972,26.337015,33.60307,0.495536529603963,0.726197338354375,0.667650562331805,0.355285286616059,A1_withhelp
part2_faceAlign_frame_face_A1_help_10005.jpg,3.5823271,6.4760447,28.010963,38.069336,0.586137857693732,0.714944005038414,0.679173213752856,0.403530000314269,A1_withhelp
part2_faceAlign_frame_face_A1_help_10006.jpg,-1.5761508,10.425614,26.599846,38.601612,0.443473332032011,0.806840190393363,0.669459764287688,0.409279658581024,A1_withhelp
part2_faceAlign_frame_face_A1_help_10007.jpg,2.7308273,5.596396,32.38638,40.7136,0.562588505070151,0.694476872082312,0.709291476036236,0.432093404200755,A1_withhelp
part2_faceAlign_frame_face_A1_help_10008.jpg,0.55642,-5.6420627,21.236784,27.435266,0.502452396694096,0.432987224641734,0.632543029732324,0.288660518156976,A1_withhelp
part2_faceAlign_frame_face_A1_help_10009.jpg,0.8284634,4.9295144,11.654895,17.412872,0.509976116553476,0.678960275089469,0.566585922998901,0.180398374992943,A1_withhelp
part2_faceAlign_frame_face_A1_help_1001.jpg,7.261946,-1.3279105,-3.8125105,12.402368,0.687902582707752,0.533366304006326,0.460115756682777,0.126274789213741,A1_withhelp
