image_ID,roll,pitch,yaw,condition,rollpitchyaw,norm_rollpitchyaw,norm_roll,norm_pitch,norm_yaw,condition
part2_faceAlign_frame_face_A2_0.jpg,1.9251326,1.1671668,4.279298,A2,7.3715973,0.067982315350238,0.535129664777367,0.610917492552575,0.517599108775921,A2
part2_faceAlign_frame_face_A2_1.jpg,0.46477732,4.979088,13.787924,A2,19.231789,0.193295465579336,0.495524584323762,0.694006426316422,0.582269590495899,A2
part2_faceAlign_frame_face_A2_10.jpg,-1.0043247,6.2865024,23.48982,A2,30.780647,0.315319106860659,0.455682290812381,0.722504305150722,0.6482545485663,A2
part2_faceAlign_frame_face_A2_100.jpg,-4.5389595,5.441072,-4.1739907,A2,14.154022,0.139644479575513,0.359822401410596,0.704076350630691,0.460106233112597,A2
part2_faceAlign_frame_face_A2_1000.jpg,5.9886813,-3.5761142,-26.505295,A2,36.07009,0.371206632294776,0.645333787975829,0.507527590150523,0.308225592679751,A2
part2_faceAlign_frame_face_A2_10000.jpg,1.6728202,0.79134023,3.2553573,A2,5.7195177,0.050526670083962,0.528286910114651,0.602725552755545,0.510635038644054,A2
part2_faceAlign_frame_face_A2_10001.jpg,2.9902596,-4.9546175,2.5356004,A2,10.480477,0.10083030961076,0.564016087900586,0.477480177473959,0.505739796634927,A2
part2_faceAlign_frame_face_A2_10002.jpg,12.29795,5.0618324,6.2177954,A2,23.57758,0.239212494091385,0.816442214732717,0.695810016582383,0.530783301809796,A2
part2_faceAlign_frame_face_A2_10003.jpg,5.9046707,1.7179292,-1.0526936,A2,8.675294,0.081756994929851,0.643055406394632,0.622922531002273,0.481334935035269,A2
part2_faceAlign_frame_face_A2_10004.jpg,3.2045085,-4.5160975,-9.219275,A2,16.93988,0.169079471091792,0.569826554050712,0.487038653980273,0.425792025560923,A2
part2_faceAlign_frame_face_A2_10005.jpg,6.8240194,-3.0036309,-3.7981808,A2,13.625831,0.134063686296037,0.667988297539051,0.520006081834614,0.4626622077895,A2
part2_faceAlign_frame_face_A2_10006.jpg,5.5651164,-2.503725,6.2265043,A2,14.295346,0.141137689473881,0.633846636752037,0.53090259465163,0.530842533160177,A2
part2_faceAlign_frame_face_A2_10007.jpg,5.3724008,-10.009893,0.9219587,A2,16.304253,0.1623635238495,0.628620157314331,0.367289691065819,0.49476502635135,A2
part2_faceAlign_frame_face_A2_10008.jpg,12.284257,-3.2346287,3.2433286,A2,18.762215,0.188334011439798,0.81607085827304,0.514970993254138,0.510553228525172,A2
part2_faceAlign_frame_face_A2_10009.jpg,14.114991,0.8063781,-6.054781,A2,20.97615,0.211726143394332,0.865720671816461,0.603053335130579,0.447314520123227,A2
part2_faceAlign_frame_face_A2_1001.jpg,6.1092267,1.0399103,-50.985676,A2,58.13481,0.604339421550028,0.648602999468879,0.608143666351887,0.141728558096774,A2
part2_faceAlign_frame_face_A2_10010.jpg,13.495609,6.4732943,1.907784,A2,21.876686,0.221241082605197,0.84892292795408,0.726575832077019,0.501469864362935,A2
part2_faceAlign_frame_face_A2_10011.jpg,12.587221,5.8589087,-2.87907,A2,21.3252,0.215414157567616,0.824287292834461,0.713183990602473,0.468913304234983,A2
part2_faceAlign_frame_face_A2_10012.jpg,13.170047,4.662787,-0.41090235,A2,18.243736,0.18285583381324,0.840093631837428,0.687111972979234,0.485699913666374,A2
part2_faceAlign_frame_face_A2_10013.jpg,12.206862,2.9199395,-11.792337,A2,26.91914,0.274518956319946,0.813971892874902,0.64912290319259,0.408292004103,A2
part2_faceAlign_frame_face_A2_10014.jpg,10.516109,4.827402,-2.667863,A2,18.011375,0.180400739524976,0.768118387560651,0.690700107180837,0.470349774491846,A2
part2_faceAlign_frame_face_A2_10015.jpg,13.90004,-0.2767733,1.6049007,A2,15.7817135,0.1568424435398,0.859891164596422,0.579443745580087,0.499409881257496,A2
part2_faceAlign_frame_face_A2_10016.jpg,12.010081,0.9396768,-5.4908724,A2,18.440632,0.184936209801388,0.808635159106431,0.605958863937184,0.451149799879528,A2
part2_faceAlign_frame_face_A2_10017.jpg,11.426277,2.3258686,-2.6336606,A2,16.385807,0.163225212168904,0.792802296579214,0.63617386383125,0.470582393345924,A2
part2_faceAlign_frame_face_A2_10018.jpg,12.752834,2.0781515,-2.4800403,A2,17.311026,0.173000948554498,0.828778745208409,0.630774342531053,0.471627202428011,A2
part2_faceAlign_frame_face_A2_10019.jpg,14.794037,3.0277252,2.7322683,A2,20.554031,0.207266092241739,0.884136513379138,0.651472321876269,0.507077382930976,A2
part2_faceAlign_frame_face_A2_1002.jpg,8.109991,-4.0537004,-34.41942,A2,46.58311,0.482285752088558,0.702864063304113,0.497117582688058,0.25439970067999,A2
part2_faceAlign_frame_face_A2_10020.jpg,8.736145,1.2018027,3.353501,A2,13.29145,0.130530662754204,0.71984546494382,0.611672455693196,0.511302537855484,A2
part2_faceAlign_frame_face_A2_10021.jpg,13.237403,0.44015554,3.0299351,A2,16.707495,0.166624123222837,0.841920337869561,0.595070735167425,0.50910188734918,A2
part2_faceAlign_frame_face_A2_10022.jpg,11.096365,3.2758868,-6.313259,A2,20.68551,0.208655281227526,0.783855027731999,0.656881531999797,0.445556548280185,A2
part2_faceAlign_frame_face_A2_10023.jpg,13.858994,1.4072809,1.7061535,A2,16.972427,0.169423358206239,0.858777990182933,0.616151290289702,0.5000985262154,A2
part2_faceAlign_frame_face_A2_10024.jpg,13.191609,4.692428,-8.5669365,A2,26.450974,0.269572378914274,0.840678396898668,0.687758061645939,0.43022873860858,A2
part2_faceAlign_frame_face_A2_10025.jpg,13.454099,-1.8229089,-6.2156076,A2,21.492615,0.217183041374578,0.847797169782665,0.545742430228048,0.446220699239391,A2
part2_faceAlign_frame_face_A2_10026.jpg,12.076603,-5.3802743,-4.4604173,A2,21.917294,0.221670141134201,0.810439246918498,0.468202081782649,0.458158176032698,A2
part2_faceAlign_frame_face_A2_10027.jpg,12.709957,0.14434223,-2.2406561,A2,15.094955,0.149586247918475,0.827615913767412,0.58862285462859,0.473255312686018,A2
