image_ID,pitch,yaw,pitchyaw,norm_pitch,norm_yaw,norm_pitchyaw,condition
frame_face_B_A1_0.jpg,-0.4080817,0.039719097,0.44780082,0.3956586,0.42789984,0.25316983,B
frame_face_B_A1_1.jpg,-0.4208203,0.14845006,0.5692704,0.386038,0.49094993,0.3244863,B
frame_face_B_A1_10.jpg,-0.42243728,-0.2549871,0.6774244,0.3848168,0.25700778,0.38798505,B
frame_face_B_A1_1000.jpg,-0.41358104,0.18851714,0.60209817,0.39150536,0.5141837,0.34375998,B
frame_face_B_A1_1001.jpg,-0.37249407,0.3825493,0.7550434,0.42253557,0.62669766,0.43355623,B
frame_face_B_A1_1002.jpg,-0.122404605,-0.22001287,0.34241748,0.6114116,0.27728838,0.19129781,B
frame_face_B_A1_1003.jpg,-0.071950205,0.062311605,0.13426182,0.6495164,0.44100058,0.069086716,B
frame_face_B_A1_1004.jpg,-0.34654152,0.23771559,0.5842571,0.4421358,0.54271257,0.3332852,B
frame_face_B_A1_1005.jpg,-0.4487983,0.34535047,0.7941488,0.36490807,0.60512704,0.45651555,B
frame_face_B_A1_1006.jpg,-0.39691335,0.45545614,0.8523695,0.40409333,0.6689743,0.49069777,B
frame_face_B_A1_1007.jpg,-0.30083805,0.20487173,0.50570977,0.47665262,0.5236673,0.28716898,B
frame_face_B_A1_1008.jpg,-0.33412015,0.33958164,0.67370176,0.45151687,0.6017819,0.38579944,B
frame_face_B_A1_1009.jpg,-0.32614076,0.23238653,0.5585273,0.45754316,0.53962237,0.31817892,B
frame_face_B_A1_1010.jpg,-0.43450946,0.18151821,0.61602765,0.3756995,0.5101252,0.3519382,B
frame_face_B_A1_1011.jpg,-0.4331162,0.28621385,0.7193301,0.37675172,0.57083535,0.41258845,B
frame_face_B_A1_1012.jpg,-0.3546427,0.2201437,0.5747864,0.43601754,0.5325231,0.32772484,B
frame_face_B_A1_1014.jpg,-0.28606245,0.07418211,0.36024457,0.48781163,0.44788396,0.20176435,B
frame_face_B_A1_1015.jpg,-0.54896927,0.13418204,0.6831513,0.28925562,0.4826763,0.3913474,B
frame_face_B_A1_1016.jpg,-0.52734613,0.12211258,0.6494587,0.30558613,0.47567752,0.37156603,B
frame_face_B_A1_1017.jpg,-0.49610138,0.17382361,0.669925,0.32918322,0.50566334,0.38358203,B
frame_face_B_A1_1018.jpg,-0.52056825,0.0958068,0.616375,0.310705,0.46042353,0.35214213,B
frame_face_B_A1_1019.jpg,-0.4941491,0.31408086,0.8082299,0.33065766,0.5869947,0.46478277,B
frame_face_B_A1_1020.jpg,-0.49784893,0.20024571,0.6980946,0.3278634,0.52098477,0.4001208,B
frame_face_B_A1_1021.jpg,-0.48346475,0.21223043,0.69569516,0.33872682,0.52793443,0.39871207,B
frame_face_B_A1_1022.jpg,-0.47981822,0.18517911,0.66499734,0.3414808,0.5122481,0.38068894,B
frame_face_B_A1_1023.jpg,-0.5567678,0.04707706,0.6038449,0.28336588,0.4321665,0.34478548,B
frame_face_B_A1_1024.jpg,-0.5267203,0.24415137,0.77087164,0.3060588,0.5464445,0.44284922,B
