image_ID,pitch,yaw,pitchyaw,norm_pitch,norm_yaw,norm_pitchyaw,condition
frame_face_A1_0.jpg,-0.31607142,-0.51420254,0.830274,0.440266270751977,0.181269110636357,0.471074292150945,A1
frame_face_A1_1.jpg,-0.23367555,-0.32565895,0.5593345,0.497509972175457,0.271760262239842,0.316209861928812,A1
frame_face_A1_10.jpg,-0.34418315,0.8218197,1.1660029,0.420735929260135,0.822490544181077,0.662971246296071,A1
frame_face_A1_1000.jpg,-0.3555621,0.00038026646,0.35594237,0.412830518269114,0.428242188596307,0.199954364579344,A1
frame_face_A1_10000.jpg,-0.5516597,0.75290716,1.3045669,0.276593684259582,0.789416096492236,0.742172082310383,A1
frame_face_A1_10001.jpg,-0.6195229,0.9237284,1.5432513,0.229446409057052,0.871401438587056,0.87860004356709,A1
frame_face_A1_10002.jpg,-0.58754796,0.9084889,1.4960369,0.251660676815784,0.864087268400409,0.851613092036287,A1
frame_face_A1_10003.jpg,-0.6308603,0.6314994,1.2623597,0.221569864510359,0.73114666385865,0.718047161509718,A1
frame_face_A1_10004.jpg,-0.60673285,0.88346756,1.4902004,0.2383321675713,0.85207832197448,0.848277047469174,A1
frame_face_A1_10005.jpg,-0.65517575,0.71381795,1.3689938,0.204676950341511,0.770655301557917,0.778997407371802,A1
frame_face_A1_10006.jpg,-0.5583882,0.9788859,1.5372741,0.27191912660241,0.897874179954552,0.875183577262532,A1
frame_face_A1_10007.jpg,-0.58418596,1.0197643,1.6039503,0.253996392479515,0.917493693361016,0.913294564115232,A1
frame_face_A1_10008.jpg,-0.46752945,0.11274772,0.58027714,0.335042328732694,0.482172742658557,0.328180320318774,A1
frame_face_A1_1001.jpg,-0.28036723,0.07830877,0.358676,0.465071397415816,0.465643831516498,0.20151686119718,A1
frame_face_A1_10010.jpg,-0.55026996,0.8779062,1.4281762,0.277559192137784,0.849409157401547,0.812825065041423,A1
frame_face_A1_10011.jpg,-0.5189486,0.7533145,1.272263,0.299319391769359,0.789611598581139,0.723707720091316,A1
frame_face_A1_10012.jpg,-0.6859981,0.6667971,1.3527951,0.183263432885236,0.74808773049451,0.769738504753914,A1
frame_face_A1_10013.jpg,-0.65049523,0.902379,1.5528742,0.207928694505225,0.861154833056507,0.884100330256866,A1
frame_face_A1_10014.jpg,-0.5939758,0.70401436,1.2979901,0.247194999667671,0.765950086445865,0.738412894799204,A1
frame_face_A1_10015.jpg,-0.5135012,-0.05989144,0.5733927,0.303103918094941,0.399314893180575,0.324245290993045,A1
frame_face_A1_10016.jpg,-0.5349049,0.18570359,0.7206085,0.288233912933788,0.517187779194851,0.40839134938134,A1
frame_face_A1_10017.jpg,-0.5603654,0.11045202,0.6708174,0.270545486801598,0.481070925637166,0.379931599763314,A1
