,start,end,times,silent_length,condition,norm_silentlength
105,100.384119,102.37,S2,1.98588100000001,A1_help,0.01353699584879
106,19.355727,21.45,S1,2.094273,A1_help,0.018669342754947
107,66.161733,68.71,S1,2.548267,A1_help,0.040165898785964
108,72.632641,79.2,S2,6.567359,A1_help,0.230469374981267
109,123.34343,126.2,S3,2.85657,A1_help,0.054764005179507
110,104.678837,109.62,S1,4.941163,A1_help,0.15346920883058
111,69.921424,77.73,S1,7.808576,A1_help,0.289240836249809
112,90.556772,96.54,S2,5.98322800000001,A1_help,0.202810849161645
113,152.462813,155.42,S3,2.95718699999998,A1_help,0.059528206860967
114,33.186445,36.15,S1,2.963555,A1_help,0.059829730821208
115,70.854053,76.83,S1,5.97594700000001,A1_help,0.202466094771803
116,60.221507,64.14,S1,3.918493,A1_help,0.105045919191863
117,151.331537,155.01,S2,3.67846299999999,A1_help,0.093680530345039
118,179.775644,183.97,S3,4.194356,A1_help,0.118107995863326
119,119.539703,127.54,S1,8.000297,A1_help,0.298318800317225
120,129.04527,134.28,S2,5.23473000000001,A1_help,0.167369567567386
121,13.88781,16.45,S1,2.56219,A1_help,0.040825150999913
122,46.130208,49,S1,2.869792,A1_help,0.055390065135899
123,51.3073,55.55,S2,4.2427,A1_help,0.120397077888118
124,70.445484,77.75,S1,7.30451600000001,A1_help,0.265373661721084
125,101.038006,104.88,S2,3.841994,A1_help,0.10142370162992
126,122.039359,125.93,S3,3.890641,A1_help,0.103727130664755
127,60.445769,62.86,S1,2.414231,A1_help,0.033819311861526
128,74.512641,86.96,S2,12.447359,A1_help,0.508886599575376
129,130.919407,133.68,S3,2.760593,A1_help,0.050219506886162
130,24.936973,28.85,S1,3.913027,A1_help,0.104787104812674
131,61.83003,65.54,S2,3.70997000000001,A1_help,0.095172382640156
132,57.970326,61.91,S,3.939674,A1_help,0.106048836748687
133,2.402801,4.72,S1,2.317199,A1_help,0.029224859457305
134,35.405982,37.3,S2,1.894018,A1_help,0.009187294912924
135,59.945401,63.27,S1,3.32459900000001,A1_help,0.076925116609705
136,95.252226,99.189318,S2,3.93709200000001,A1_help,0.105926579389181
137,112.016617,115.064688,S3,3.04807100000001,A1_help,0.063831552275936
138,48.033591,53.02,S1,4.986409,A1_help,0.155611600963911
139,82.574599,85.28,S2,2.70540099999999,A1_help,0.047606172964428
140,93.368665,100.67,S3,7.30133500000001,A1_help,0.265223041790568
141,101.788036,105.81,S4,4.021964,A1_help,0.109945257396961
142,43.219727,45.056807,S1,1.83708,A1_help,0.006491288121438
143,31.071525,37.77,S1,6.698475,A1_help,0.236677700290771
144,66.300012,68,S2,1.699988,A1_help,0
145,183.065045,187.49,S1,4.42495500000001,A1_help,0.129026828103833
146,25.197507,27.62,S1,2.422493,A1_help,0.034210516472001
147,59.623193,62.04,S2,2.416807,A1_help,0.033941285121824
148,41.48,45.04,S1,3.56,A1_help,0.088071322916962
149,55.893366,58.48,S1,2.586634,A1_help,0.04198257117644
150,71.290118,73.39,S1,2.09988199999999,A1_help,0.018934928165278
151,32.065777,34.62,S,2.554223,A1_help,0.040447914600536
152,116.497317,123.63,S1,7.132683,A1_help,0.257237391831002
153,175.467073,178.59,S2,3.122927,A1_help,0.067375974004544
154,37.318516,41.36,S1,4.041484,A1_help,0.110869526822824
155,35.039582,37.67,S1,2.630418,A1_help,0.044055737802568
156,45.802202,49.27,S1,3.467798,A1_help,0.083705570375801
157,25.367707,28.19,S1,2.822293,A1_help,0.053140993749675
158,40.529477,44.87,S1,4.340523,A1_help,0.125028984038028
159,61.392753,64.7,S2,3.307247,A1_help,0.076103501697943
160,25.352613,28.417631,S1,3.065018,A1_help,0.064633990491105
161,40.223624,42.796725,S2,2.573101,A1_help,0.041341785411061
162,78.207366,80.43,S1,2.22263400000001,A1_help,0.024747219177758
163,123.186732,126.31,S2,3.123268,A1_help,0.067392120309575
164,134.938098,138.24,S3,3.30190200000001,A1_help,0.075850416652798
165,139.530585,144.48,S4,4.94941499999999,A1_help,0.153859939942374
166,146.149171,148.985707,S5,2.836536,A1_help,0.053815397921426
167,60.552251,64.303275,S1,3.751024,A1_help,0.097116284126293
168,90.024585,91.96,S2,1.93541499999999,A1_help,0.011147437403829
169,87.454997,95.85,S1,8.39500299999999,A1_help,0.317008077366654
170,42.978606,45.61,S1,2.631394,A1_help,0.044101951273861
171,72.880244,81.980634,S,9.10038999999999,A1_help,0.350408058796035
172,77.335233,87.38,S1,10.044767,A1_help,0.395124185209388
173,21.856181,24.3,S1,2.443819,A1_help,0.035220299759704
174,67.540014,70.34,S1,2.799986,A1_help,0.052084760241339
175,23.199324,26.45,S1,3.250676,A1_help,0.073424872308059
176,99.509791,102.08,S2,2.57020899999999,A1_help,0.041204849592433
177,115.525568,121.37,S3,5.844432,A1_help,0.196238876864916
178,62.940125,67.06,S1,4.119875,A1_help,0.114581330335266
179,64.194355,75.2,S1,11.005645,A1_help,0.440621631796724
180,94.794774,98.42,S2,3.625226,A1_help,0.091159765415495
181,124.397352,130.07,S3,5.672648,A1_help,0.188104927118373
182,155.99561,159.33,S4,3.33439000000001,A1_help,0.077388719168548
183,93.86561,98.06,S1,4.19439,A1_help,0.118109605758842
184,49.811895,55.98,S1,6.168105,A1_help,0.211564750731591
185,99.320676,112.5,S2,13.179324,A1_help,0.54354504579987
186,19.139289,23.41,S1,4.270711,A1_help,0.121723395044259
187,112.44322,117.24,S1,4.79678,A1_help,0.146632692820619
188,145.317951,149.81,S2,4.49204900000001,A1_help,0.13220372015603
189,75.045742,79.07,S1,4.02425799999999,A1_help,0.110053877994447
190,80.244293,84.1,S2,3.855707,A1_help,0.102073010371562
191,85.709436,88.03,S3,2.320564,A1_help,0.029384191763557
192,89.708321,93.05,S4,3.341679,A1_help,0.077733852357335
193,0,6.38,S1,6.38,A1_help,0.221597951038626
194,62.679264,65.31,S1,2.630736,A1_help,0.044070795060632
195,73.993211,78.02,S2,4.02678899999999,A1_help,0.110173720510679
196,114.044582,119.475276,S3,5.43069399999999,A1_help,0.17664843712527
197,131.920617,135.93,S4,4.00938300000001,A1_help,0.10934954870604
198,166.767573,172.75,S5,5.982427,A1_help,0.202772921917274
199,174.234777,181.2,S6,6.96522299999998,A1_help,0.249308182914244
200,39.724439,41.88,S1,2.15556100000001,A1_help,0.021571321472792
201,47.028036,52.27,S2,5.241964,A1_help,0.167712096513426
202,87.593638,91.3,S1,3.706362,A1_help,0.095001544315949
203,0,0,S,0,A1_help,0
204,0,0,S,0,A1_help,0
205,0,0,S,0,A1_help,0
206,0,0,S,0,A1_help,0
207,0,0,S,0,A1_help,0
208,0,0,S,0,A1_help,0
209,0,0,S,0,A1_help,0
210,0,0,S,0,A1_help,0
211,0,0,S,0,A1_help,0
212,0,0,S,0,A1_help,0
213,0,0,S,0,A1_help,0
214,0,0,S,0,A1_help,0
215,0,0,S,0,A1_help,0
216,0,0,S,0,A1_help,0
217,0,0,S,0,A1_help,0
218,0,0,S,0,A1_help,0
219,0,0,S,0,A1_help,0
220,0,0,S,0,A1_help,0
