image_ID,pitch,yaw,pitchyaw,norm_pitchyaw,norm_pitch,norm_yaw,condition
frame_face_B_A1_1038.jpg,-0.40219802,0.4769673,0.8791653,0.5064299,0.40010217,0.68144804,B_A1
frame_face_B_A1_1039.jpg,-0.5463215,0.13954942,0.68587095,0.39294416,0.2912553,0.4857887,B_A1
frame_face_B_A1_104.jpg,-0.4888442,-0.5081098,0.99695396,0.5755853,0.33466408,0.110228874,B_A1
frame_face_B_A1_1040.jpg,-0.44577384,0.19166611,0.63743997,0.3645096,0.36719227,0.51600975,B_A1
frame_face_B_A1_1041.jpg,-0.46613032,0.17359056,0.63972086,0.36584878,0.35181835,0.5055282,B_A1
frame_face_B_A1_1042.jpg,-0.42154294,0.027769567,0.4493125,0.25405738,0.38549224,0.42097062,B_A1
frame_face_B_A1_1043.jpg,-0.32171413,-0.03313669,0.35485083,0.19859761,0.46088627,0.38565275,B_A1
frame_face_B_A1_1044.jpg,-0.35113955,-0.025857547,0.37699708,0.21159998,0.43866324,0.3898737,B_A1
frame_face_B_A1_1045.jpg,-0.44465137,0.06862412,0.5132755,0.29161096,0.36804,0.44466105,B_A1
frame_face_B_A1_1046.jpg,-0.44674346,0.3455408,0.79228425,0.45542085,0.36645997,0.6052374,B_A1
frame_face_B_A1_1047.jpg,-0.407786,-0.052298963,0.46008497,0.26038203,0.39588192,0.37454107,B_A1
frame_face_B_A1_1048.jpg,-0.2648114,0.026324892,0.2911363,0.16118991,0.5038611,0.42013288,B_A1
frame_face_B_A1_1049.jpg,-0.35852998,0.14030877,0.49883875,0.28313494,0.43308175,0.48622903,B_A1
frame_face_B_A1_105.jpg,-0.583204,-0.22161563,0.8048196,0.46278054,0.2634004,0.276359,B_A1
frame_face_B_A1_1050.jpg,-0.42706594,0.21032949,0.63739544,0.3644835,0.38132107,0.5268321,B_A1
frame_face_B_A1_1051.jpg,-0.34377396,0.28943488,0.6332089,0.36202547,0.44422597,0.5727031,B_A1
frame_face_B_A1_1052.jpg,-0.32763126,0.22292238,0.5505537,0.31349745,0.4564175,0.5341344,B_A1
frame_face_B_A1_1053.jpg,-0.2532417,0.1405243,0.393766,0.22144523,0.512599,0.486354,B_A1
frame_face_B_A1_1054.jpg,-0.46920455,0.38012913,0.84933364,0.48891535,0.3494966,0.62529427,B_A1
frame_face_B_A1_1055.jpg,-0.40709904,0.39737663,0.80447567,0.4625786,0.39640078,0.63529557,B_A1
frame_face_B_A1_1056.jpg,-0.4178347,0.062291317,0.48012602,0.27214843,0.38829282,0.44098884,B_A1
frame_face_B_A1_1057.jpg,-0.426919,0.44715193,0.87407094,0.503439,0.3814321,0.66415894,B_A1
frame_face_B_A1_1058.jpg,-0.48933873,0.5616526,1.0509913,0.60731137,0.3342906,0.73055476,B_A1
frame_face_B_A1_1059.jpg,-0.41722953,0.17202164,0.58925116,0.33621728,0.38874987,0.5046184,B_A1
frame_face_B_A1_106.jpg,-0.41514093,-0.059982568,0.4751235,0.26921135,0.39032724,0.37008554,B_A1
frame_face_B_A1_1060.jpg,-0.51154625,0.09711321,0.60865945,0.3476122,0.3175187,0.46118107,B_A1
frame_face_B_A1_1061.jpg,-0.30083272,-0.10083387,0.40166658,0.22608379,0.47665662,0.34639698,B_A1
frame_face_B_A1_1062.jpg,-0.34551024,0.017946687,0.36345693,0.20365037,0.4429147,0.4152746,B_A1
frame_face_B_A1_1063.jpg,0.011958109,-0.4718725,0.48383063,0.27432343,0.71288675,0.13124189,B_A1
frame_face_B_A1_1064.jpg,-0.30133703,-0.087396055,0.3887331,0.21849035,0.4762758,0.35418922,B_A1
frame_face_B_A1_1065.jpg,-0.28741634,-0.12012526,0.4075416,0.22953309,0.48678914,0.33521047,B_A1
frame_face_B_A1_1066.jpg,-0.035041742,-0.57154757,0.6065893,0.34639677,0.6773909,0.073443055,B_A1
frame_face_B_A1_1067.jpg,-0.049977608,-0.53485525,0.58483285,0.3336233,0.6661108,0.094719924,B_A1
frame_face_B_A1_1068.jpg,-0.2651859,-0.0595659,0.3247518,0.18092604,0.5035783,0.37032717,B_A1
frame_face_B_A1_1069.jpg,-0.28069,-0.045534253,0.32622427,0.18179055,0.4918691,0.37846375,B_A1
frame_face_B_A1_107.jpg,-0.31361055,0.20785077,0.5214613,0.29641697,0.4670064,0.52539474,B_A1
frame_face_B_A1_1070.jpg,-0.13805556,0.19068356,0.3287391,0.18326704,0.5995914,0.51544,B_A1
frame_face_B_A1_1071.jpg,-0.3517148,-0.054958746,0.40667355,0.22902344,0.4382288,0.3729987,B_A1
frame_face_B_A1_1072.jpg,-0.2534233,0.026561556,0.27998486,0.15464275,0.5124618,0.42027012,B_A1
frame_face_B_A1_1073.jpg,-0.36093456,-0.018049838,0.3789844,0.21276675,0.4312657,0.3944012,B_A1
frame_face_B_A1_1074.jpg,-0.3412018,0.009158755,0.35036057,0.19596131,0.44616857,0.4101787,B_A1
frame_face_B_A1_1075.jpg,-0.49472904,0.0791928,0.57392186,0.32721728,0.33021966,0.45078954,B_A1
frame_face_B_A1_1078.jpg,-0.43060982,-0.054723762,0.4853336,0.27520585,0.37864462,0.373135,B_A1
frame_face_B_A1_1079.jpg,-0.38875067,-0.05958581,0.44833648,0.25348434,0.41025805,0.37031564,B_A1
frame_face_B_A1_108.jpg,-0.35139298,-0.024214445,0.37560743,0.21078409,0.43847182,0.39082652,B_A1
frame_face_B_A1_1080.jpg,-0.46782884,-0.07761897,0.5454478,0.31049976,0.35053557,0.3598587,B_A1
frame_face_B_A1_1081.jpg,-0.31001276,-0.119403355,0.42941612,0.24237593,0.46972358,0.33562908,B_A1
frame_face_B_A1_1082.jpg,-0.29415146,-0.085595444,0.3797469,0.21321444,0.48170257,0.35523337,B_A1
frame_face_B_A1_1083.jpg,-0.32244647,-0.1623874,0.48483387,0.27491245,0.46033323,0.31070378,B_A1
frame_face_B_A1_1084.jpg,-0.326895,-0.14568354,0.47257853,0.26771718,0.45697352,0.32038993,B_A1
frame_face_B_A1_1085.jpg,-0.3558818,-0.13508327,0.49096507,0.27851218,0.43508172,0.32653674,B_A1
frame_face_B_A1_1086.jpg,-0.19477421,0.081005126,0.27577934,0.15217362,0.5567556,0.45184046,B_A1
frame_face_B_A1_1087.jpg,-0.19068044,-0.00018292479,0.19086337,0.10231828,0.55984735,0.40476173,B_A1
frame_face_B_A1_1088.jpg,-0.1543678,-0.004015006,0.1583828,0.08324848,0.58727187,0.4025396,B_A1
frame_face_B_A1_1089.jpg,-0.17513372,0.083319485,0.2584532,0.14200121,0.57158875,0.4531825,B_A1
frame_face_B_A1_109.jpg,-0.46987146,-0.06160804,0.5314795,0.30229872,0.3489929,0.369143,B_A1
frame_face_B_A1_1090.jpg,-0.15631536,0.110906705,0.26722205,0.14714952,0.585801,0.46917957,B_A1
frame_face_B_A1_1091.jpg,-0.14536501,0.13493116,0.28029618,0.15482552,0.5940711,0.48311067,B_A1
frame_face_B_A1_1092.jpg,-0.13392843,-0.24625225,0.3801807,0.21346912,0.60270834,0.2620729,B_A1
frame_face_B_A1_1093.jpg,-0.13430478,-0.3281199,0.4624247,0.26175573,0.60242414,0.21460007,B_A1
frame_face_B_A1_1094.jpg,-0.35275218,-0.031765185,0.38451737,0.21601525,0.4374453,0.38644806,B_A1
frame_face_B_A1_1095.jpg,-0.24172549,-0.039943866,0.28166935,0.15563174,0.5212964,0.38170546,B_A1
frame_face_B_A1_1096.jpg,-0.28507826,-0.13865368,0.42373192,0.23903866,0.48855492,0.32446632,B_A1
frame_face_B_A1_1097.jpg,-0.2908518,-0.0014359318,0.29228774,0.16186593,0.48419455,0.40403515,B_A1
frame_face_B_A1_1098.jpg,-0.31158698,-0.011105644,0.32269263,0.17971708,0.46853468,0.39842793,B_A1
frame_face_B_A1_1099.jpg,-0.38107812,-0.06327818,0.44435632,0.25114754,0.41605264,0.36817452,B_A1
frame_face_B_A1_11.jpg,-0.49712777,-0.047287285,0.54441506,0.30989343,0.32840803,0.37744722,B_A1
frame_face_B_A1_110.jpg,-0.41194335,-0.13245937,0.5444027,0.30988616,0.3927422,0.32805827,B_A1
frame_face_B_A1_1100.jpg,-0.22363122,0.1398782,0.36350942,0.20368119,0.5349618,0.48597935,B_A1
frame_face_B_A1_1101.jpg,-0.122527346,0.23559444,0.35812178,0.20051803,0.6113188,0.54148257,B_A1
frame_face_B_A1_1102.jpg,-0.14293021,0.13063718,0.27356738,0.15087496,0.5959099,0.4806207,B_A1
frame_face_B_A1_1103.jpg,-0.116013035,-0.11904987,0.2350629,0.12826844,0.61623865,0.33583406,B_A1
frame_face_B_A1_1104.jpg,-0.14784653,-0.15386555,0.3017121,0.16739911,0.59219694,0.31564543,B_A1
frame_face_B_A1_1105.jpg,-0.15329605,-0.15869415,0.3119902,0.17343353,0.5880813,0.3128454,B_A1
frame_face_B_A1_1106.jpg,-0.09251021,0.059331417,0.15184163,0.079408064,0.6339888,0.43927246,B_A1
frame_face_B_A1_1107.jpg,-0.07806882,0.24158172,0.31965053,0.17793101,0.6448954,0.5449544,B_A1
frame_face_B_A1_1108.jpg,-0.111446425,0.122799985,0.2342464,0.12778907,0.6196875,0.47607616,B_A1
frame_face_B_A1_1109.jpg,-0.1369005,-0.10246239,0.2393629,0.13079302,0.60046375,0.34545267,B_A1
frame_face_B_A1_111.jpg,-0.34172288,-0.051672168,0.39339504,0.22122745,0.44577506,0.37490454,B_A1
frame_face_B_A1_1110.jpg,-0.121767834,0.21506026,0.3368281,0.18801622,0.61189246,0.52957535,B_A1
frame_face_B_A1_1111.jpg,-0.12088474,0.19892505,0.3198098,0.17802453,0.6125594,0.52021897,B_A1
frame_face_B_A1_1112.jpg,-0.28794616,0.0020414628,0.28998762,0.16051552,0.486389,0.40605158,B_A1
frame_face_B_A1_1113.jpg,-0.29719704,0.054367162,0.3515642,0.19666798,0.47940242,0.43639386,B_A1
frame_face_B_A1_1114.jpg,-0.2876091,-0.11193226,0.39954138,0.22483605,0.48664355,0.33996135,B_A1
frame_face_B_A1_1115.jpg,-0.27108514,0.03472362,0.30580875,0.16980432,0.499123,0.42500308,B_A1
frame_face_B_A1_1116.jpg,-0.2416605,-0.008952523,0.25061303,0.13739814,0.5213455,0.3996765,B_A1
frame_face_B_A1_1117.jpg,-0.24970286,-0.0046944954,0.25439736,0.13961998,0.5152716,0.4021456,B_A1
frame_face_B_A1_1118.jpg,-0.09607907,0.3711811,0.46726018,0.2645947,0.6312935,0.6201055,B_A1
frame_face_B_A1_1119.jpg,-0.13963169,0.04120879,0.18084048,0.0964337,0.59840107,0.42876366,B_A1
frame_face_B_A1_112.jpg,-0.48193702,0.14647217,0.6284092,0.35920757,0.33988062,0.489803,B_A1
frame_face_B_A1_1120.jpg,-0.5460999,0.15449116,0.7005911,0.40158653,0.29142267,0.49445298,B_A1
frame_face_B_A1_1121.jpg,-0.32692412,0.6046619,0.931586,0.5372069,0.45695156,0.75549465,B_A1
frame_face_B_A1_1122.jpg,-0.2586222,0.67246354,0.9310857,0.53691316,0.50853544,0.7948109,B_A1
frame_face_B_A1_1123.jpg,-0.4055259,-0.034986205,0.4405121,0.24889053,0.39758882,0.38458025,B_A1
frame_face_B_A1_1124.jpg,-0.4089107,-0.0143837035,0.4232944,0.23878178,0.39503253,0.39652708,B_A1
frame_face_B_A1_1125.jpg,-0.3656571,-0.09806388,0.46372098,0.2625168,0.42769912,0.34800324,B_A1
frame_face_B_A1_1126.jpg,-0.36659634,0.0064553563,0.3730517,0.20928359,0.42698976,0.4086111,B_A1
frame_face_B_A1_1127.jpg,-0.29538974,-0.058797374,0.35418713,0.19820794,0.48076734,0.37077284,B_A1
frame_face_B_A1_1128.jpg,-0.46579206,0.12592043,0.5917125,0.33766237,0.35207382,0.4778856,B_A1
frame_face_B_A1_1129.jpg,-0.4846176,0.076585695,0.5612033,0.31975004,0.33785614,0.44927776,B_A1
frame_face_B_A1_113.jpg,-0.45021096,0.26162758,0.71183854,0.4081901,0.3638412,0.55657846,B_A1
frame_face_B_A1_1130.jpg,-0.46870846,0.07247579,0.54118425,0.30799657,0.34987128,0.44689453,B_A1
frame_face_B_A1_1131.jpg,-0.5076934,4.8212707E-05,0.50774163,0.28836194,0.32042852,0.40489575,B_A1
frame_face_B_A1_1132.jpg,-0.35394317,0.00088684075,0.35483,0.19858538,0.43654585,0.40538207,B_A1
frame_face_B_A1_1133.jpg,-0.16099904,0.039193675,0.20019272,0.10779567,0.5822637,0.42759514,B_A1
frame_face_B_A1_1134.jpg,-0.12832953,0.10625863,0.23458816,0.12798971,0.6069368,0.46648428,B_A1
frame_face_B_A1_1135.jpg,-0.11231777,-0.20667596,0.31899375,0.17754541,0.6190294,0.2850221,B_A1
frame_face_B_A1_1136.jpg,-0.17045717,0.06427261,0.23472978,0.12807286,0.5751206,0.44213772,B_A1
frame_face_B_A1_1137.jpg,-0.2021299,0.29553312,0.49766302,0.28244463,0.55120033,0.57623935,B_A1
frame_face_B_A1_1138.jpg,-0.2005071,0.32355624,0.52406335,0.2979446,0.5524259,0.5924892,B_A1
frame_face_B_A1_1139.jpg,-0.19854747,0.35209203,0.5506395,0.31354785,0.5539059,0.6090363,B_A1
frame_face_B_A1_114.jpg,-0.3005385,0.21369164,0.51423013,0.29217142,0.47687882,0.5287817,B_A1
frame_face_B_A1_1140.jpg,-0.21056874,0.30815944,0.5187282,0.29481232,0.54482704,0.583561,B_A1
frame_face_B_A1_1141.jpg,-0.17282003,0.32626283,0.49908286,0.28327826,0.5733361,0.59405863,B_A1
frame_face_B_A1_1142.jpg,-0.32934907,-0.057441905,0.386791,0.21735013,0.45512018,0.37155882,B_A1
frame_face_B_A1_1143.jpg,-0.3553696,-0.07640084,0.43177044,0.24375819,0.43546858,0.36056507,B_A1
frame_face_B_A1_1144.jpg,-0.28618467,-0.016974239,0.3031589,0.16824855,0.48771936,0.39502493,B_A1
frame_face_B_A1_1145.jpg,-0.2508084,-0.06149806,0.31230646,0.17361921,0.5144367,0.3692068,B_A1
frame_face_B_A1_1146.jpg,-0.107855305,-0.051300324,0.15915564,0.08370222,0.6223996,0.37512013,B_A1
frame_face_B_A1_1147.jpg,-0.29565525,-0.0403606,0.33601585,0.18753932,0.48056683,0.3814638,B_A1
frame_face_B_A1_1148.jpg,-0.31254464,-0.08652984,0.3990745,0.22456193,0.4678114,0.3546915,B_A1
frame_face_B_A1_1149.jpg,-0.33017674,0.24147585,0.5716526,0.32588497,0.45449507,0.544893,B_A1
frame_face_B_A1_115.jpg,-0.45094338,-0.13281094,0.5837543,0.33299002,0.36328804,0.32785437,B_A1
frame_face_B_A1_1150.jpg,-0.09272632,0.11350775,0.20623407,0.11134263,0.63382554,0.47068784,B_A1
frame_face_B_A1_1151.jpg,-0.14710216,-0.21444057,0.36154273,0.20252651,0.5927591,0.2805196,B_A1
frame_face_B_A1_1152.jpg,-0.35158834,-0.0713397,0.42292804,0.23856668,0.43832427,0.36349988,B_A1
frame_face_B_A1_1153.jpg,-0.14161547,0.34285116,0.4844666,0.27469683,0.59690285,0.6036778,B_A1
frame_face_B_A1_1154.jpg,-0.31037253,-0.023381934,0.33375448,0.18621165,0.46945184,0.39130926,B_A1
frame_face_B_A1_1155.jpg,-0.31775945,0.014466297,0.33222574,0.1853141,0.463873,0.4132564,B_A1
frame_face_B_A1_1156.jpg,-0.44299203,0.09539659,0.5383886,0.30635518,0.36929318,0.46018565,B_A1
frame_face_B_A1_1157.jpg,-0.36766565,-0.060537606,0.42820325,0.24166384,0.42618218,0.3697637,B_A1
frame_face_B_A1_1158.jpg,-0.5820072,-0.0076515935,0.5896588,0.33645666,0.26430425,0.40043086,B_A1
frame_face_B_A1_1159.jpg,-0.43827802,-0.17779207,0.6160701,0.3519631,0.37285334,0.30177107,B_A1
frame_face_B_A1_116.jpg,-0.49121612,-0.07154104,0.56275713,0.3206623,0.33287272,0.36338314,B_A1
frame_face_B_A1_1160.jpg,-0.570205,0.016079199,0.58628416,0.33447534,0.2732177,0.4141917,B_A1
frame_face_B_A1_1161.jpg,-0.45083722,-0.07076361,0.52160084,0.29649884,0.3633682,0.36383393,B_A1
frame_face_B_A1_1162.jpg,-0.48016578,-0.13870037,0.61886615,0.3536047,0.34121832,0.32443926,B_A1
frame_face_B_A1_1163.jpg,-0.37218142,0.68521917,1.0574006,0.6110744,0.42277172,0.8022075,B_A1
frame_face_B_A1_1164.jpg,0.19680195,0.108866446,0.30566838,0.1697219,0.85248697,0.46799648,B_A1
frame_face_B_A1_1165.jpg,-0.11914937,-0.11939639,0.23854576,0.13031328,0.61386997,0.33563313,B_A1
frame_face_B_A1_1166.jpg,-0.13896328,-0.009819493,0.14878277,0.07761217,0.59890586,0.39917374,B_A1
frame_face_B_A1_1167.jpg,-0.19172901,0.1415146,0.3332436,0.1859117,0.55905545,0.48692822,B_A1
frame_face_B_A1_1168.jpg,-0.15413503,-0.074856244,0.22899127,0.1247037,0.58744764,0.36146075,B_A1
frame_face_B_A1_1169.jpg,-0.14660223,-0.060413748,0.20701598,0.1118017,0.59313667,0.36983553,B_A1
frame_face_B_A1_117.jpg,-0.36750823,0.0023667347,0.36987495,0.20741847,0.42630106,0.4062402,B_A1
frame_face_B_A1_1170.jpg,-0.45353836,-0.040044732,0.49358308,0.28004923,0.36132824,0.38164696,B_A1
frame_face_B_A1_1171.jpg,-0.13931386,-0.06535208,0.20466594,0.11042196,0.5986411,0.36697194,B_A1
frame_face_B_A1_1172.jpg,-0.14216298,-0.059817843,0.20198083,0.108845495,0.59648937,0.37018108,B_A1
frame_face_B_A1_1173.jpg,-0.13273573,-0.101351015,0.23408675,0.12769532,0.60360914,0.34609714,B_A1
frame_face_B_A1_1174.jpg,-0.13422367,-0.10489986,0.23912352,0.13065249,0.60248536,0.34403923,B_A1
frame_face_B_A1_1175.jpg,-0.15002163,-0.085797705,0.23581934,0.12871255,0.59055424,0.35511607,B_A1
frame_face_B_A1_1176.jpg,-0.14267728,-0.059147693,0.20182496,0.10875398,0.5961009,0.37056968,B_A1
frame_face_B_A1_1177.jpg,-0.13847148,-0.061144203,0.19961569,0.107456885,0.59927726,0.36941198,B_A1
frame_face_B_A1_1178.jpg,-0.14011514,-0.090196975,0.23031211,0.12547918,0.59803593,0.35256505,B_A1
frame_face_B_A1_1179.jpg,-0.15829797,-0.36854193,0.5268399,0.29957482,0.5843037,0.19116046,B_A1
frame_face_B_A1_118.jpg,-0.3948411,0.20120715,0.59604824,0.34020796,0.4056584,0.5215423,B_A1
frame_face_B_A1_1180.jpg,-0.104631364,-0.28734604,0.3919774,0.22039513,0.6248345,0.23824373,B_A1
frame_face_B_A1_1181.jpg,-0.11378616,-0.26648757,0.38027373,0.21352375,0.61792046,0.25033897,B_A1
frame_face_B_A1_1182.jpg,-0.104173996,-0.30250794,0.40668193,0.22902836,0.6251799,0.22945176,B_A1
frame_face_B_A1_1183.jpg,-0.15341218,-0.23902857,0.39244074,0.22066717,0.58799356,0.2662617,B_A1
frame_face_B_A1_1184.jpg,-0.104747914,0.07038636,0.17513427,0.0930835,0.6247465,0.4456829,B_A1
frame_face_B_A1_1185.jpg,-0.31603885,0.020715509,0.33675435,0.1879729,0.46517247,0.41688016,B_A1
frame_face_B_A1_1186.jpg,-0.32936367,0.048233688,0.37759736,0.21195242,0.4551091,0.4328372,B_A1
frame_face_B_A1_1187.jpg,-0.2157834,0.2555648,0.47134823,0.26699486,0.5408887,0.5530628,B_A1
frame_face_B_A1_1188.jpg,-0.18263383,0.18770663,0.37034047,0.20769179,0.5659244,0.5137137,B_A1
frame_face_B_A1_1189.jpg,-0.27923283,0.18447527,0.4637081,0.26250923,0.49296957,0.5118399,B_A1
frame_face_B_A1_119.jpg,-0.43280864,0.0010337606,0.4338424,0.24497466,0.376984,0.40546727,B_A1
frame_face_B_A1_1190.jpg,-0.27559197,-0.14381407,0.41940606,0.23649888,0.4957193,0.32147396,B_A1
frame_face_B_A1_1191.jpg,-0.27981502,-0.3146871,0.5945021,0.3393002,0.49252993,0.22238939,B_A1
frame_face_B_A1_1192.jpg,-0.26592293,-0.34378323,0.60970616,0.34822673,0.5030217,0.20551735,B_A1
frame_face_B_A1_1193.jpg,-0.30017304,-0.3508645,0.6510376,0.37249297,0.47715485,0.20141111,B_A1
frame_face_B_A1_1194.jpg,-0.31536114,-0.49297038,0.8083315,0.4648424,0.4656843,0.11900781,B_A1
frame_face_B_A1_1195.jpg,-0.32170957,-0.42954668,0.7512562,0.43133274,0.46088976,0.15578547,B_A1
frame_face_B_A1_1196.jpg,-0.2521686,-0.27185506,0.52402365,0.2979213,0.51340944,0.24722652,B_A1
frame_face_B_A1_1197.jpg,-0.27816346,-0.32435337,0.60251683,0.3440058,0.49377725,0.2167842,B_A1
frame_face_B_A1_1198.jpg,-0.2791174,-0.31157902,0.59069645,0.33706585,0.49305677,0.22419168,B_A1
frame_face_B_A1_1199.jpg,-0.25961894,-0.3115961,0.57121503,0.32562804,0.5077827,0.22418179,B_A1
frame_face_B_A1_12.jpg,-0.33514407,0.05401613,0.38916022,0.21874112,0.4507436,0.43619028,B_A1
frame_face_B_A1_120.jpg,-0.32515535,0.04689824,0.3720536,0.20869759,0.45828736,0.4320628,B_A1
frame_face_B_A1_1200.jpg,-0.2609967,-0.31893238,0.5799291,0.33074418,0.5067421,0.21992767,B_A1
frame_face_B_A1_1201.jpg,-0.2577545,-0.31339133,0.57114583,0.32558745,0.50919074,0.22314078,B_A1
frame_face_B_A1_1202.jpg,-0.23710777,-0.3213097,0.55841744,0.3181144,0.52478385,0.21854913,B_A1
frame_face_B_A1_1203.jpg,-0.105459526,0.13304292,0.23850244,0.13028784,0.62420905,0.48201576,B_A1
frame_face_B_A1_1204.jpg,-0.093020886,0.25099874,0.34401962,0.19223845,0.6336031,0.5504151,B_A1
frame_face_B_A1_1205.jpg,-0.15499492,0.061337307,0.21633223,0.1172714,0.58679825,0.44043562,B_A1
frame_face_B_A1_1206.jpg,-0.19784777,-0.24776466,0.44561243,0.251885,0.5544343,0.2611959,B_A1
frame_face_B_A1_1207.jpg,-0.18494545,-0.30438417,0.48932964,0.27755198,0.5641786,0.22836378,B_A1
frame_face_B_A1_1208.jpg,-0.20380995,-0.46577778,0.66958773,0.38338402,0.54993147,0.13477606,B_A1
frame_face_B_A1_1209.jpg,-0.18821321,0.007061921,0.19527513,0.10490848,0.56171066,0.40896282,B_A1
frame_face_B_A1_121.jpg,-0.6105903,-0.29101044,0.9016007,0.51960206,0.24271736,0.23611884,B_A1
frame_face_B_A1_1210.jpg,-0.22208747,0.11423415,0.33632162,0.18771885,0.5361277,0.47110906,B_A1
frame_face_B_A1_1211.jpg,-0.16853866,0.19619076,0.3647294,0.20439745,0.5765695,0.5186334,B_A1
frame_face_B_A1_1212.jpg,-0.20018853,0.1668887,0.36707723,0.2057759,0.55266654,0.501642,B_A1
