image_ID,pitch,yaw,pitchyaw,norm_yaw,norm_pitch,norm_pitchyaw,condition
frame_face_A1_help_0.jpg,-0.31607142,-0.51420254,0.830274,0.181269110636357,0.440266270751977,0.471074292150945,A1_withhelp
frame_face_A1_help_1.jpg,-0.23367555,-0.32565895,0.5593345,0.271760262239842,0.497509972175457,0.316209861928812,A1_withhelp
frame_face_A1_help_10.jpg,-0.34418315,0.8218197,1.1660029,0.822490544181077,0.420735929260135,0.662971246296071,A1_withhelp
frame_face_A1_help_1000.jpg,-0.3555621,0.00038026646,0.35594237,0.428242188596307,0.412830518269114,0.199954364579344,A1_withhelp
frame_face_A1_help_10000.jpg,-0.5516597,0.75290716,1.3045669,0.789416096492236,0.276593684259582,0.742172082310383,A1_withhelp
frame_face_A1_help_10001.jpg,-0.6195229,0.9237284,1.5432513,0.871401438587056,0.229446409057052,0.87860004356709,A1_withhelp
frame_face_A1_help_10002.jpg,-0.58754796,0.9084889,1.4960369,0.864087268400409,0.251660676815784,0.851613092036287,A1_withhelp
frame_face_A1_help_10003.jpg,-0.6308603,0.6314994,1.2623597,0.73114666385865,0.221569864510359,0.718047161509718,A1_withhelp
frame_face_A1_help_10004.jpg,-0.60673285,0.88346756,1.4902004,0.85207832197448,0.2383321675713,0.848277047469174,A1_withhelp
frame_face_A1_help_10005.jpg,-0.65517575,0.71381795,1.3689938,0.770655301557917,0.204676950341511,0.778997407371802,A1_withhelp
frame_face_A1_help_10006.jpg,-0.5583882,0.9788859,1.5372741,0.897874179954552,0.27191912660241,0.875183577262532,A1_withhelp
frame_face_A1_help_10007.jpg,-0.58418596,1.0197643,1.6039503,0.917493693361016,0.253996392479515,0.913294564115232,A1_withhelp
frame_face_A1_help_10008.jpg,-0.46752945,0.11274772,0.58027714,0.482172742658557,0.335042328732694,0.328180320318774,A1_withhelp
frame_face_A1_help_1001.jpg,-0.28036723,0.07830877,0.358676,0.465643831516498,0.465071397415816,0.20151686119718,A1_withhelp
frame_face_A1_help_10010.jpg,-0.55026996,0.8779062,1.4281762,0.849409157401547,0.277559192137784,0.812825065041423,A1_withhelp
frame_face_A1_help_10011.jpg,-0.5189486,0.7533145,1.272263,0.789611598581139,0.299319391769359,0.723707720091316,A1_withhelp
frame_face_A1_help_10012.jpg,-0.6859981,0.6667971,1.3527951,0.74808773049451,0.183263432885236,0.769738504753914,A1_withhelp
frame_face_A1_help_10013.jpg,-0.65049523,0.902379,1.5528742,0.861154833056507,0.207928694505225,0.884100330256866,A1_withhelp
frame_face_A1_help_10014.jpg,-0.5939758,0.70401436,1.2979901,0.765950086445865,0.247194999667671,0.738412894799204,A1_withhelp
frame_face_A1_help_10015.jpg,-0.5135012,-0.05989144,0.5733927,0.399314893180575,0.303103918094941,0.324245290993045,A1_withhelp
