,file,pitch,median,mean,q1,q3,norm_mean
0,10_face_A21_BA2_trim_user_mono.wav,[0. 0. 0. ... 0. 0. 0.],198.648648648649,155.766474428434,0,240.983606557377,0.735869939803361
1,10_face_A22_BA2_trim_user_mono.wav,"[207.04225352 206.07476636 208.01886792 ... 178.54251012 139.55696203
 138.67924528]",228.497409326425,193.49540372487,163.333333333333,273.913043478261,0.982303476021775
2,10_face_A23_BA2_trim_user_mono.wav,"[  0.         197.75784753 197.75784753 ... 185.29411765   0.
   0.        ]",198.648648648649,159.943549420605,0,245,0.763153283925917
3,10_face_A24_BA2_trim_user_mono.wav,"[204.16666667 171.59533074 201.3317482  186.26086121 179.80190964
 188.65474777 199.18212891 167.04545455 168.32061069 167.04545455
 167.04545455 167.04545455 163.94052045 160.94890511   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         157.5
 156.93950178 157.5        157.5        157.5        158.06451613
 158.63309353 159.20577617 160.94890511 163.33333333 164.55223881
 165.16853933 166.41509434 167.68060837 171.59533074 175.
 177.10843373 183.75       188.46153846 194.27312775 201.36986301
 201.36986301 201.36986301 204.16666667 141.34615385 215.12195122
 215.12195122 216.17647059 216.17647059   0.           0.
   0.           0.           0.         216.17647059 217.24137931
 218.31683168 217.24137931 216.17647059 216.17647059 214.0776699
 215.12195122 215.12195122 215.12195122 215.12195122 215.12195122
 214.0776699  212.01923077 210.         207.04225352 207.04225352
 207.04225352 207.04225352 209.00473934 210.         211.00478469
 211.00478469 211.00478469 217.24137931 240.98360656 243.64640884
 246.36871508 246.36871508 250.56818182 250.56818182 250.56818182
 250.56818182 252.         254.9132948  259.41176471 262.5
 267.27272727 270.55214724 273.91304348 273.91304348 275.625
 275.625      277.35849057 280.89171975 280.89171975 282.69230769
 282.69230769 282.69230769 282.69230769 282.69230769 277.35849057
 275.625      272.22222222 272.22222222 158.06451613 157.5
 156.93950178 156.38297872 156.38297872 156.38297872 156.38297872
 155.83038869 155.83038869 150.         146.51162791 146.51162791
 146.51162791 146.51162791 152.59515571 227.31958763 157.5
 157.5        160.94890511 160.94890511 155.83038869   0.
   0.           0.           0.           0.           0.
 350.         350.         350.         339.23076923 329.10447761
 319.56521739 319.56521739 319.56521739 319.56521739 319.56521739
 326.66666667 334.09090909 334.09090909 334.09090909 334.09090909
 334.09090909 329.10447761 329.10447761 329.10447761 329.10447761
 331.57894737 334.09090909 341.86046512 341.86046512 336.64122137
 336.64122137 386.84210526 393.75       393.75       393.75
 393.75       390.26548673 390.26548673 390.26548673 390.26548673
 390.26548673 286.36363636 284.51612903 282.69230769 275.625
 273.91304348 273.91304348 209.00473934 207.04225352 209.00473934
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         240.98360656 239.67391304
 238.37837838 235.82887701 232.10526316 230.89005236 230.89005236
 230.89005236 230.89005236 230.89005236 230.89005236 229.6875
 228.49740933 226.15384615 226.15384615 226.15384615 226.15384615
 226.15384615 226.15384615 228.49740933 228.49740933 226.15384615
 226.15384615 226.15384615 225.         226.15384615 226.15384615
 225.         225.         227.31958763   0.           0.
   0.           0.         223.85786802 222.72727273 222.72727273
 220.5        218.31683168 218.31683168 217.24137931 217.24137931
 217.24137931 216.17647059 216.17647059 216.17647059 216.17647059
 216.17647059 216.17647059 216.17647059 216.17647059 216.17647059
 217.24137931 218.31683168 218.31683168 219.40298507 221.6080402
 222.72727273 221.6080402  221.6080402  221.6080402  221.6080402
 220.5        221.6080402  225.         227.31958763 225.
 221.6080402  221.6080402  223.85786802 225.         225.
   0.           0.           0.           0.           0.
   0.           0.           0.         302.05479452 300.
 302.05479452 302.05479452 302.05479452 304.13793103 302.05479452
 302.05479452 297.97297297 295.97315436 294.         292.05298013
 292.05298013 292.05298013 295.97315436 294.         294.
 294.         294.         292.05298013 288.23529412 286.36363636
 292.05298013 295.97315436 295.97315436 294.         294.
 295.97315436 295.97315436 297.97297297 297.97297297 212.01923077
 198.64864865 198.64864865 196.         188.46153846 188.46153846
 188.46153846   0.           0.         196.         196.875
 199.54751131 199.54751131 202.29357798 206.07476636 209.00473934
 211.00478469 218.31683168 222.72727273 223.85786802 225.
 225.         225.         225.         225.         225.
 225.         225.         225.         222.72727273 225.
 225.         213.04347826 213.04347826 175.69721116 164.55223881
 157.5        157.5        157.5        157.5        162.73062731
 167.04545455 176.4        180.73770492 182.98755187 186.86440678
 186.86440678 189.27038627 189.27038627 191.73913043 189.27038627
 186.86440678 182.98755187 181.48148148 179.26829268 182.23140496
 187.65957447 189.27038627 199.54751131 195.13274336 186.07594937
 182.98755187 187.65957447 186.07594937 279.11392405 243.64640884
 243.64640884 246.36871508 249.15254237 249.15254237 249.15254237
 249.15254237 250.56818182 250.56818182 250.56818182 252.
 253.44827586 254.9132948  254.9132948  256.39534884 252.
 245.         242.30769231 239.67391304 238.37837838 237.09677419
 237.09677419 237.09677419 237.09677419 237.09677419 235.82887701
 235.82887701 235.82887701 234.57446809 233.33333333 230.89005236
 228.49740933 226.15384615 225.         221.6080402  217.24137931
 215.12195122 210.         204.16666667 201.36986301 195.13274336
 190.0862069  189.27038627 188.46153846 188.46153846 188.46153846
 187.65957447 187.65957447 187.65957447 187.65957447 187.65957447
 187.65957447 191.73913043 193.42105263 193.42105263 194.27312775
 196.         196.         196.           0.           0.
   0.         180.         180.         180.         180.
 180.73770492 182.23140496 183.75       183.75       183.75
 184.51882845 185.29411765 185.29411765 186.07594937 187.65957447
 186.07594937 186.07594937 186.86440678 186.86440678 237.09677419
 238.37837838 239.67391304 237.09677419 239.67391304 239.67391304
 239.67391304 240.98360656 240.98360656 240.98360656 239.67391304
 238.37837838 237.09677419 234.57446809 237.09677419 234.57446809
 182.98755187 171.59533074 156.38297872 154.73684211 152.59515571
 150.51194539 146.51162791 147.4916388  147.4916388  147.
 148.48484848 151.02739726 151.02739726 152.59515571 155.28169014
 155.83038869 158.63309353 160.36363636 166.41509434 168.96551724
 171.59533074 176.4        179.26829268 186.86440678 189.27038627
 190.0862069  190.90909091 193.42105263 190.90909091 187.65957447
 187.65957447 186.86440678 175.         174.3083004  108.62068966
 106.52173913 155.83038869 153.125      150.         146.51162791
 147.4916388  146.51162791 145.06578947 144.59016393 148.48484848
 148.48484848 172.265625   179.26829268 182.98755187 182.98755187
 180.         180.         180.         180.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         206.07476636 207.04225352
 207.04225352 206.07476636 203.22580645 203.22580645 196.
 193.42105263 190.90909091 186.86440678 186.86440678 186.86440678
 186.86440678 191.73913043 189.27038627 189.27038627 189.27038627
 183.75      ]",193.421052631579,173.552663870714,150.769671326383,230.890052356021,0.852043752361719
4,14_face_A21_BA2_trim_user_mono.wav,"[ 0.          0.         84.16030534 ... 86.81102362 83.68121442
 83.68121442]",65.5274888558692,58.3522312038688,0,111.928934010152,0.099590647400065
5,14_face_A22_BA2_trim_user_mono.wav,[0. 0. 0. ... 0. 0. 0.],96.2882096069869,63.7931503515064,0,111.928934010152,0.135129025266449
6,14_face_A23_BA2_trim_user_mono.wav,[0. 0. 0. ... 0. 0. 0.],90.6475777625675,56.5346868295073,0,104.009433962264,0.087719017439708
7,14_face_A24_BA2_trim_user_mono.wav,[0. 0. 0. ... 0. 0. 0.],93.4322033898305,66.1788079299298,0,105.755395683453,0.15071139254324
8,15_face_A21_BA2_trim_user_mono.wav,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         161.53846154 154.73684211
 154.73684211 154.73684211 153.65853659 152.59515571 152.59515571
 153.125      153.125      153.125      153.65853659 154.1958042
 150.51194539 151.54639175 148.98648649 150.51194539 150.51194539
 151.54639175 156.38297872   0.           0.           0.
   0.           0.           0.           0.         140.89456869
 140.44585987 140.44585987 139.55696203 138.67924528 137.38317757
 134.45121951 129.19921875 134.45121951 133.63636364 133.63636364
 134.45121951 134.45121951 134.45121951 134.45121951 134.45121951
 134.45121951 133.63636364   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         161.53846154 161.53846154 161.53846154
 161.53846154 161.53846154 160.94890511 160.94890511 160.94890511
 160.36363636 158.06451613 154.1958042  152.06896552 149.49152542
 147.4916388  145.54455446 145.54455446 145.54455446 145.54455446
 139.96582031 138.17138672 136.37695312 134.58251953 134.58251953
 134.58251953 139.55696203 130.99365234 129.19921875 129.19921875
 129.19921875 129.19921875 134.04255319 133.2326284  130.86053412
 123.81591797 123.81591797 118.43261719 119.51219512 105.87158203
 104.07714844 100.48828125  96.07843137  96.71052632  98.
  98.          96.71052632  96.07843137  96.07843137  71.94127243
  71.12903226  71.12903226  71.12903226   0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         126.         124.92917847
  93.43220339  81.36695332  78.60962567  78.60962567  78.60962567
  78.60962567  90.18404908  76.82926829  61.08033241  63.27116212
 104.50236967  66.01796407 112.21374046  90.18404908  78.75
  78.75        78.75        78.75        78.75        78.75
  69.70252991  78.75        78.75        78.330373    78.330373
  78.330373    78.19148936  70.52329073  70.          63.
  62.7311522   62.7311522    0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.          70.11128776  89.63414634
  89.63414634 124.22535211 130.47337278 130.86053412 130.86053412
 130.86053412 131.25       131.25       131.25       131.64179104
 131.64179104 131.64179104 131.64179104 132.43243243 130.47337278
 130.47337278 133.2326284  118.86792453 119.83695652 143.18181818
 153.65853659 165.16853933 165.16853933 165.16853933 165.16853933
 165.16853933 164.55223881 163.33333333 163.33333333 162.73062731
 160.36363636 159.20577617 158.63309353 153.65853659 153.65853659
 152.59515571 152.59515571 152.59515571 152.06896552 165.16853933
 156.93950178 156.38297872 156.38297872 148.98648649 147.4916388
 144.11764706 141.80064309 141.34615385 140.89456869 140.44585987
 140.         140.         140.         140.         140.
 141.34615385 141.34615385 141.34615385 141.34615385 140.89456869
 140.89456869 140.89456869 140.89456869 140.89456869 140.44585987
 139.11671924 138.24451411 138.24451411 138.24451411 138.24451411
 139.55696203 139.55696203 139.55696203 139.55696203 139.55696203
 139.55696203 139.11671924 140.         139.55696203 139.11671924
 141.34615385 139.11671924 137.8125     137.38317757 138.67924528
 140.89456869 121.15384615 121.15384615 119.51219512 112.78772379
 111.64556962 106.77966102 106.26506024  97.13656388  97.13656388
  97.13656388  97.13656388 133.2326284    0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         170.27027027 170.27027027 170.27027027 170.27027027
 170.27027027 168.96551724 167.68060837 167.04545455 166.41509434
 166.41509434 165.78947368 165.78947368 165.78947368 154.73684211
 152.59515571 151.02739726 151.02739726 150.51194539 150.51194539
 150.51194539 147.4916388  147.         147.         146.51162791
 145.54455446 134.58251953 134.58251953 140.89456869 137.8125
 137.8125     137.8125     134.86238532 134.04255319 130.86053412
 117.28723404  98.69384766  73.25581395  65.91928251  65.91928251
  66.6163142   66.6163142   66.81818182  66.81818182  94.83870968
  95.86956522  95.86956522  95.86956522  94.83870968  94.83870968
  94.83870968  94.63519313 104.75059382 104.25531915   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]",0,52.8756020509611,0,131.641791044776,0.063819022976168
9,15_face_A22_BA2_trim_user_mono.wav,"[174.3083004  174.3083004  174.3083004  174.3083004  174.3083004
 171.59533074 171.59533074 171.59533074 171.59533074 171.59533074
 171.59533074 172.265625   172.94117647 172.94117647 174.3083004
 174.3083004  174.3083004  177.82258065 179.26829268 177.10843373
 173.62204724 159.7826087  161.53846154 147.98657718 143.64820847
 143.18181818 138.67924528 138.67924528 137.8125     137.8125
 135.27607362 135.27607362 135.27607362 113.07692308 136.95652174
 138.24451411 140.         140.44585987 140.         142.7184466
 135.69230769 135.69230769 119.51219512 117.6        135.69230769
 136.11111111 136.11111111 136.11111111 136.11111111 129.19921875
 129.19921875 129.19921875 134.86238532 130.08849558 129.19921875
 113.36760925 113.36760925 111.92893401   0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         134.86238532 136.11111111 137.38317757
 136.11111111 136.11111111 135.27607362 135.27607362   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         134.04255319 134.04255319
 134.04255319 133.63636364 119.51219512 119.51219512 117.9144385
 119.51219512   0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         137.38317757
 139.55696203 139.55696203 141.34615385 141.80064309 141.80064309
 141.80064309 141.80064309 140.         137.38317757 134.86238532
 133.63636364 130.86053412 126.         126.         121.15384615
 120.82191781 120.82191781 121.15384615 126.72413793 130.86053412
 130.86053412 130.86053412   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         135.27607362 135.27607362
 134.04255319 134.04255319 133.63636364 132.8313253  130.47337278
 129.3255132  127.4566474  126.         123.52941176 123.52941176
 121.82320442 121.15384615 120.82191781 120.82191781 120.82191781
 120.49180328 120.49180328 119.51219512 119.51219512   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         156.93950178 158.06451613 158.06451613 158.06451613
 158.63309353 158.63309353 158.63309353 158.63309353 158.63309353
 158.06451613 157.5        157.5        156.93950178 156.93950178
 156.93950178 156.38297872 155.83038869 155.83038869 155.83038869
 155.28169014 155.28169014 155.28169014 155.28169014 155.83038869
 155.83038869 157.5        155.83038869 151.54639175 148.48484848
 145.06578947 144.11764706 144.11764706 143.64820847 143.64820847
 143.64820847 143.64820847 143.64820847 143.64820847 143.64820847
 143.64820847 143.18181818 142.25806452 142.25806452 141.80064309
 141.34615385 141.34615385 140.89456869 140.89456869 140.89456869
 140.89456869 140.         140.         140.         140.
 140.         140.         140.         140.         140.
 140.         140.         139.55696203 139.11671924 144.11764706
 144.11764706 144.11764706 144.11764706 142.7184466  144.59016393
   0.           0.           0.           0.           0.
   0.         132.03592814 126.36103152 126.36103152 124.22535211
 120.49180328 117.9144385  116.97612732 114.24870466 114.24870466
 111.36363636   0.           0.           0.           0.
   0.           0.        ]",0,68.1077321927752,0,140,0.163310521011892
