scores,emotion_index,filename,norm_scores,condition
2.1,2,38_face_A13_help_BA1_trim_user.wav,1,A1_withhelp
0.9,1,38_face_A14_help_BA1_trim_user.wav,0.428571428571429,A1_withhelp
1.4,1,39_face_A11_help_BA1_trim_user.wav,0.666666666666667,A1_withhelp
0.9,1,39_face_A12_help_BA1_trim_user.wav,0.428571428571429,A1_withhelp
1.1,1,39_face_A13_help_BA1_trim_user.wav,0.523809523809524,A1_withhelp
1.6,2,40_face_A11_help_BA1_trim_user.wav,0.761904761904762,A1_withhelp
0.8,1,40_face_A12_help_BA1_trim_user.wav,0.380952380952381,A1_withhelp
1.5,2,40_face_A13_help_BA1_trim_user.wav,0.714285714285714,A1_withhelp
0.7,1,40_face_A14_help_BA1_trim_user.wav,0.333333333333333,A1_withhelp
0.2,0,44_face_A11_help_BA1_trim_user.wav,0.095238095238095,A1_withhelp
0.2,0,44_face_A12_help_BA1_trim_user.wav,0.095238095238095,A1_withhelp
0.2,0,44_face_A13_help_BA1_trim_user.wav,0.095238095238095,A1_withhelp
0,0,44_face_A14_help_BA1_trim_user.wav,0,A1_withhelp
0.1,0,45_face_A11_help_BA1_trim_user.wav,0.047619047619048,A1_withhelp
0,0,45_face_A12_help_BA1_trim_user.wav,0,A1_withhelp
0,0,45_face_A13_help_BA1_trim_user.wav,0,A1_withhelp
0,0,45_face_A14_help_BA1_trim_user.wav,0,A1_withhelp
0.5,1,49_face_A11_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.3,0,49_face_A12_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.4,0,49_face_A13_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.5,1,49_face_A14_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.6,1,50_face_A11_help_BA1_trim_user.wav,0.285714285714286,A1_withhelp
0.9,1,50_face_A12_help_BA1_trim_user.wav,0.428571428571429,A1_withhelp
1.4,1,50_face_A13_help_BA1_trim_user.wav,0.666666666666667,A1_withhelp
0.9,1,50_face_A14_help_BA1_trim_user.wav,0.428571428571429,A1_withhelp
0.4,0,51_face_A11_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.3,0,51_face_A12_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
1,1,51_face_A13_help_BA1_trim_user.wav,0.476190476190476,A1_withhelp
